"도시별","지출목적별",2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
"인천광역시","06.3 병원 서비스",96.932,98.637,99.509,99.737,101.283,103.284,101.272,99.873,100.00,99.31
"인천광역시","07 교통",109.196,108.928,107.489,100.192,98.144,101.614,103.710,101.687,100.00,106.60
"인천광역시","07.1 운송장비",100.176,101.381,101.157,100.146,100.450,101.297,100.112,98.857,100.00,101.57
"인천광역시","07.2 개인운송장비 운영",129.960,127.047,122.678,104.575,98.315,104.912,110.816,105.603,100.00,112.37
"인천광역시","07.3 운송 서비스",84.067,86.505,88.352,92.040,95.173,95.902,96.578,99.268,100.00,101.94
"인천광역시","08 통신",105.340,105.197,105.116,104.908,104.998,105.334,104.453,102.075,100.00,98.95
"인천광역시","08.1 우편서비스",74.340,77.611,82.190,82.190,82.190,87.785,89.644,96.548,100.00,103.33
"인천광역시","08.2 전화 및 팩스장비",108.954,105.576,102.264,96.926,97.199,98.760,99.769,99.113,100.00,92.71
"인천광역시","08.3 전화 및 팩스 서비스",106.922,106.922,106.990,107.022,107.076,107.123,105.737,102.873,100.00,100.97
"인천광역시","09 오락 및 문화",98.375,99.181,99.728,98.869,100.748,100.358,100.945,100.682,100.00,100.04
"인천광역시","09.1 음향, 영상, 사진 및 정보처리 장비",133.458,127.668,119.174,113.937,114.049,111.693,106.339,102.614,100.00,98.57
"인천광역시","09.2 기타 오락 및 문화용 주요 내구재",101.845,102.765,101.351,101.656,102.159,103.190,103.002,102.591,100.00,100.66
"인천광역시","09.3 기타 오락용품, 조경용품 및 애완동물",89.020,89.760,92.816,94.016,97.448,97.330,97.987,97.251,100.00,99.22
"인천광역시","09.4 오락 및 문화 서비스",91.551,92.774,94.316,94.582,96.251,95.837,97.587,99.115,100.00,100.73
"인천광역시","09.5 신문, 서적 및 문방구",89.078,91.038,93.864,96.713,97.354,98.869,99.790,100.034,100.00,100.62
"인천광역시","09.6 단체여행",108.870,111.990,111.781,105.227,107.841,106.208,106.972,105.210,100.00,101.55
"인천광역시","10 교육",95.477,95.344,96.598,98.182,99.736,100.490,101.375,100.846,100.00,101.32
"인천광역시","10.1 유치원 및 초등교육",158.201,119.135,118.334,124.475,122.841,123.676,125.629,109.888,100.00,87.59
"인천광역시","10.3 고등교육",102.486,101.280,101.078,101.080,101.112,101.062,100.796,100.543,100.00,99.73
"인천광역시","10.4 기타교육",85.694,88.120,90.059,92.015,94.238,95.241,96.434,97.292,100.00,102.59
"인천광역시","11 음식 및 숙박",83.579,85.189,86.791,88.809,90.506,93.242,97.008,98.604,100.00,102.36
"인천광역시","11.1 음식 서비스",83.553,85.150,86.759,88.782,90.486,93.251,97.057,98.673,100.00,102.43
"인천광역시","11.2 숙박 서비스",84.528,86.585,88.068,89.870,91.304,92.900,95.018,95.784,100.00,100.40
"인천광역시","12 기타 상품 및 서비스",84.625,83.273,86.146,89.420,92.967,96.160,96.074,98.066,100.00,102.15
"인천광역시","12.1 미용용품 및 미용 서비스",87.779,89.365,92.880,95.721,96.428,96.639,96.934,99.049,100.00,101.22
"인천광역시","12.3 기타 개인용품",77.390,81.548,85.700,92.213,94.310,96.357,97.478,99.481,100.00,99.38
"인천광역시","12.4~7 기타서비스",85.720,77.188,78.585,81.323,88.510,95.398,94.258,96.068,100.00,103.96
"광주광역시","0 총지수",92.347,93.540,95.041,95.306,96.180,98.191,99.345,99.564,100.00,102.57
"광주광역시","01 식료품 및 비주류음료",86.210,86.507,87.519,89.142,91.222,94.751,95.732,95.870,100.00,106.33
"광주광역시","01.1 식료품",85.880,86.039,87.055,88.714,90.956,94.636,95.638,95.680,100.00,106.69
"광주광역시","01.2 비주류 음료",92.107,94.733,95.618,96.706,95.752,96.453,97.199,98.752,100.00,101.42
"광주광역시","02 주류 및 담배",62.125,63.046,63.047,97.119,97.411,99.522,99.899,100.112,100.00,100.05
"광주광역시","02.1 주류",86.820,91.034,91.443,91.207,92.123,98.693,99.724,100.306,100.00,100.16
"광주광역시","02.2 담배",56.355,56.409,56.304,100.000,100.000,100.000,100.000,100.000,100.00,100.00
"광주광역시","03 의류 및 신발",86.879,89.500,93.187,94.222,96.036,97.038,98.159,98.824,100.00,100.51
"광주광역시","03.1 의류",86.464,89.701,93.526,94.578,96.251,97.300,98.261,98.867,100.00,100.37
"광주광역시","03.2 신발",89.634,88.275,91.067,91.999,94.674,95.410,97.482,98.548,100.00,101.25
"광주광역시","04 주택, 수도, 전기 및 연료",93.014,96.829,99.502,97.797,96.009,97.276,97.703,99.257,100.00,100.91
"광주광역시","04.1 주택임차료",91.752,95.004,96.326,97.513,98.114,98.767,99.376,99.669,100.00,100.82
"광주광역시","04.3 주거시설 유지 · 보수",78.268,81.690,83.647,84.678,85.711,91.244,96.100,99.335,100.00,105.87
"광주광역시","04.4 수도 및 주거관련 서비스",69.998,72.830,75.418,80.069,85.501,89.321,92.537,95.431,100.00,103.86
"광주광역시","04.5 전기, 가스 및 기타연료",119.615,125.293,130.400,117.825,104.827,103.369,100.040,101.877,100.00,97.18
"광주광역시","05 가정용품 및 가사 서비스",89.962,89.660,92.175,93.845,95.657,96.484,98.340,100.189,100.00,101.98
"광주광역시","05.1 가구, 가사비품 및 카페트",79.966,78.964,79.634,81.649,85.892,88.720,93.642,99.591,100.00,104.61
"광주광역시","05.2 가정용 섬유제품",93.162,93.554,92.563,92.350,93.287,93.986,95.393,96.927,100.00,100.96
"광주광역시","05.3 가정용 기기",91.676,92.212,95.302,99.649,101.069,100.711,101.043,101.550,100.00,99.76
"광주광역시","05.4 주방용품 및 가정용품",89.333,90.196,90.512,94.728,95.195,95.539,98.760,98.252,100.00,100.61
"광주광역시","05.5 가정 · 정원용 공구 및 장비",100.497,102.913,103.161,101.537,101.611,102.504,103.686,102.471,100.00,105.71
"광주광역시","05.6 일상 생활용품 및 가사 서비스",93.178,90.751,97.555,95.350,96.425,96.993,97.933,100.445,100.00,103.35
"광주광역시","06 보건",94.197,94.831,95.782,96.888,97.542,98.307,98.208,98.465,100.00,99.91
"광주광역시","06.1 의료용품 및 장비",94.481,95.378,96.787,98.611,98.573,98.434,97.719,98.655,100.00,98.33
"광주광역시","06.2 외래환자 서비스",92.749,92.818,93.477,94.014,95.019,96.287,97.501,97.694,100.00,101.68
"광주광역시","06.3 병원 서비스",96.428,97.831,98.720,99.977,101.554,103.404,101.466,100.001,100.00,99.41
"광주광역시","07 교통",114.018,113.333,111.091,100.795,98.001,102.024,104.744,102.458,100.00,106.18
"광주광역시","07.1 운송장비",100.038,101.237,101.026,99.988,100.321,101.206,100.052,98.847,100.00,101.59
"광주광역시","07.2 개인운송장비 운영",133.762,130.585,125.789,106.009,99.023,104.994,111.183,106.093,100.00,110.58
"광주광역시","07.3 운송 서비스",85.511,87.926,88.808,88.713,91.346,95.437,96.418,99.730,100.00,101.02
"광주광역시","08 통신",105.627,105.470,105.369,105.112,105.192,105.460,104.540,102.136,100.00,98.88
"광주광역시","08.1 우편서비스",74.340,77.611,82.190,82.190,82.190,87.785,89.644,96.548,100.00,103.33
"광주광역시","08.2 전화 및 팩스장비",108.971,105.932,102.376,96.926,97.199,98.760,99.769,99.113,100.00,92.71
"광주광역시","08.3 전화 및 팩스 서비스",106.851,106.851,106.943,106.987,107.042,107.089,105.707,102.865,100.00,100.97
"광주광역시","09 오락 및 문화",96.217,97.390,98.093,98.459,99.956,100.133,100.547,100.621,100.00,100.44
"광주광역시","09.1 음향, 영상, 사진 및 정보처리 장비",131.420,124.543,116.421,112.599,113.107,111.192,106.001,102.472,100.00,98.71
"광주광역시","09.2 기타 오락 및 문화용 주요 내구재",97.712,98.122,100.458,99.546,99.369,100.520,101.400,101.950,100.00,100.54
"광주광역시","09.3 기타 오락용품, 조경용품 및 애완동물",91.370,93.905,95.837,96.929,98.488,98.090,98.186,97.595,100.00,98.88
"광주광역시","09.4 오락 및 문화 서비스",87.838,89.412,91.358,93.101,94.692,95.736,97.219,98.908,100.00,101.38
"광주광역시","09.5 신문, 서적 및 문방구",88.222,90.715,93.137,96.137,96.670,98.351,99.124,100.481,100.00,100.89
"광주광역시","09.6 단체여행",109.064,112.086,111.833,105.209,107.826,106.189,106.948,105.191,100.00,101.54
"광주광역시","10 교육",94.939,97.768,99.230,100.497,101.538,102.858,103.688,103.770,100.00,101.38
"광주광역시","10.1 유치원 및 초등교육",134.073,97.974,96.174,100.674,106.365,105.987,108.987,111.233,100.00,92.02
"광주광역시","10.3 고등교육",104.291,103.148,102.630,102.493,102.537,102.547,102.257,101.908,100.00,100.58
"광주광역시","10.4 기타교육",83.569,89.608,92.001,93.716,94.835,96.682,97.866,99.023,100.00,102.01
"광주광역시","11 음식 및 숙박",85.243,85.471,88.401,89.699,92.781,94.729,97.351,98.472,100.00,103.16
"광주광역시","11.1 음식 서비스",85.435,85.592,88.521,89.791,92.925,94.885,97.569,98.700,100.00,103.23
"광주광역시","11.2 숙박 서비스",81.561,84.030,87.153,89.498,90.868,92.560,94.285,95.208,100.00,100.91
"광주광역시","12 기타 상품 및 서비스",83.105,83.791,87.174,89.211,93.115,96.464,96.932,98.261,100.00,101.77
"광주광역시","12.1 미용용품 및 미용 서비스",89.461,90.793,95.420,96.636,98.109,98.231,98.383,98.833,100.00,100.79
"광주광역시","12.3 기타 개인용품",77.170,81.477,85.877,92.513,94.085,96.115,97.225,99.386,100.00,99.51
"광주광역시","12.4~7 기타서비스",80.058,77.665,78.341,79.748,86.844,93.980,94.666,96.974,100.00,103.51
"대전광역시","0 총지수",93.669,94.592,95.459,95.648,96.297,97.894,99.412,99.622,100.00,102.50
"대전광역시","01 식료품 및 비주류음료",86.231,86.178,86.183,86.848,88.965,92.294,94.858,95.655,100.00,106.24
"대전광역시","01.1 식료품",85.970,85.782,85.725,86.315,88.551,91.981,94.622,95.442,100.00,106.48
"대전광역시","01.2 비주류 음료",90.765,92.800,93.753,95.580,95.508,96.973,98.386,98.808,100.00,102.88
"대전광역시","02 주류 및 담배",62.737,64.000,64.184,96.149,97.085,98.486,98.702,99.008,100.00,100.18
"대전광역시","02.1 주류",81.628,86.170,87.144,88.622,91.401,95.567,96.198,97.087,100.00,100.46
"대전광역시","02.2 담배",56.365,56.419,56.313,100.000,100.000,100.000,100.000,100.000,100.00,100.00
"대전광역시","03 의류 및 신발",88.683,91.265,94.901,95.821,97.543,98.612,99.949,99.480,100.00,100.56
"대전광역시","03.1 의류",88.522,91.692,95.474,96.419,98.025,99.169,100.385,99.643,100.00,100.45
"대전광역시","03.2 신발",89.994,88.821,91.529,92.297,94.790,95.364,97.420,98.516,100.00,101.27
"대전광역시","04 주택, 수도, 전기 및 연료",95.159,97.875,100.351,98.442,96.155,96.976,98.095,99.192,100.00,101.49
"대전광역시","04.1 주택임차료",94.145,95.744,97.670,98.559,99.100,99.657,99.731,99.524,100.00,102.14
"대전광역시","04.3 주거시설 유지 · 보수",77.688,81.207,83.253,86.202,87.961,91.391,94.603,98.269,100.00,103.96
"대전광역시","04.4 수도 및 주거관련 서비스",76.755,78.479,79.389,82.127,82.802,85.276,92.903,95.892,100.00,103.34
"대전광역시","04.5 전기, 가스 및 기타연료",119.010,124.728,129.803,117.213,104.554,103.386,100.133,101.838,100.00,97.29
"대전광역시","05 가정용품 및 가사 서비스",90.054,90.312,91.948,95.019,96.129,96.969,98.440,100.025,100.00,101.99
"대전광역시","05.1 가구, 가사비품 및 카페트",80.625,79.352,80.121,81.869,86.113,88.928,93.777,99.575,100.00,104.55
"대전광역시","05.2 가정용 섬유제품",95.625,96.005,94.634,94.546,95.214,96.377,96.450,98.080,100.00,101.43
"대전광역시","05.3 가정용 기기",90.798,91.800,95.773,99.654,101.058,100.767,101.055,101.556,100.00,99.88
"대전광역시","05.4 주방용품 및 가정용품",90.457,90.250,92.795,98.866,99.282,99.259,100.774,99.585,100.00,100.43
"대전광역시","05.5 가정 · 정원용 공구 및 장비",93.121,98.348,99.757,98.220,98.417,99.346,99.770,98.529,100.00,105.03
"대전광역시","05.6 일상 생활용품 및 가사 서비스",93.751,93.649,92.859,96.578,95.294,96.464,97.540,99.063,100.00,103.35
"대전광역시","06 보건",94.597,94.843,95.654,96.914,97.933,98.434,98.505,99.036,100.00,99.57
"대전광역시","06.1 의료용품 및 장비",96.101,96.635,98.054,100.089,100.440,99.466,99.001,100.047,100.00,97.76
"대전광역시","06.2 외래환자 서비스",92.965,92.505,92.578,93.468,94.889,96.333,97.417,98.003,100.00,101.61
"대전광역시","06.3 병원 서비스",97.063,98.682,100.145,100.561,102.160,103.700,101.388,99.858,100.00,99.40
"대전광역시","07 교통",114.950,113.885,111.147,101.315,98.909,102.358,104.577,102.367,100.00,106.82
"대전광역시","07.1 운송장비",100.119,101.324,101.086,100.116,100.409,101.249,100.088,98.863,100.00,101.61
"대전광역시","07.2 개인운송장비 운영",134.632,130.910,125.648,106.155,99.944,106.052,111.162,106.184,100.00,112.52
"대전광역시","07.3 운송 서비스",88.315,90.609,90.710,92.423,95.244,95.901,96.939,99.331,100.00,101.49
"대전광역시","08 통신",105.499,105.394,105.369,105.230,105.311,105.589,104.633,102.195,100.00,99.69
"대전광역시","08.1 우편서비스",74.340,77.611,82.190,82.190,82.190,87.785,89.644,96.548,100.00,103.33
"대전광역시","08.2 전화 및 팩스장비",109.297,105.782,102.269,96.926,97.199,98.760,99.769,99.113,100.00,92.71
"대전광역시","08.3 전화 및 팩스 서비스",106.876,106.876,106.960,107.001,107.058,107.113,105.728,102.869,100.00,100.97
"대전광역시","09 오락 및 문화",97.906,98.529,98.971,98.860,100.581,100.924,101.237,101.041,100.00,100.38
"대전광역시","09.1 음향, 영상, 사진 및 정보처리 장비",132.980,127.856,118.542,113.049,113.805,112.181,106.468,102.560,100.00,98.47
"대전광역시","09.2 기타 오락 및 문화용 주요 내구재",105.045,103.384,100.392,99.880,101.913,103.070,103.755,102.570,100.00,100.05
"대전광역시","09.3 기타 오락용품, 조경용품 및 애완동물",89.866,91.359,92.998,95.092,97.951,98.104,98.438,97.526,100.00,99.51
"대전광역시","09.4 오락 및 문화 서비스",89.944,90.557,92.827,93.465,95.184,96.637,97.822,99.203,100.00,101.45
"대전광역시","09.5 신문, 서적 및 문방구",87.895,90.026,92.429,95.339,95.632,96.892,97.990,100.128,100.00,100.34
"대전광역시","09.6 단체여행",109.840,112.523,112.118,105.229,107.869,106.189,106.949,105.190,100.00,101.58
"대전광역시","10 교육",95.779,96.381,96.798,98.519,99.650,100.484,101.993,102.993,100.00,100.34
"대전광역시","10.1 유치원 및 초등교육",131.388,110.749,108.790,119.206,121.218,121.924,121.449,106.872,100.00,94.54
"대전광역시","10.3 고등교육",104.609,103.312,102.631,102.211,102.162,102.145,101.834,101.484,100.00,99.87
"대전광역시","10.4 기타교육",86.058,88.104,88.861,90.581,92.047,93.172,95.287,98.552,100.00,100.83
"대전광역시","11 음식 및 숙박",87.500,89.166,90.239,92.261,94.509,95.843,98.861,99.210,100.00,102.66
"대전광역시","11.1 음식 서비스",87.684,89.340,90.363,92.407,94.690,96.015,99.068,99.379,100.00,102.75
"대전광역시","11.2 숙박 서비스",82.459,84.431,87.812,88.903,90.018,91.759,93.978,95.189,100.00,100.41
"대전광역시","12 기타 상품 및 서비스",84.467,85.363,87.597,89.975,93.296,95.851,96.799,97.928,100.00,102.15
"대전광역시","12.1 미용용품 및 미용 서비스",87.975,91.716,94.490,96.703,97.247,96.089,97.398,98.634,100.00,101.62
"대전광역시","12.3 기타 개인용품",78.187,82.431,86.600,92.005,94.046,96.218,97.279,99.323,100.00,98.50
"대전광역시","12.4~7 기타서비스",85.172,79.955,80.540,81.956,88.691,95.390,95.773,96.424,100.00,104.01
"울산광역시","0 총지수",93.272,94.688,95.812,96.251,97.205,99.006,100.026,99.705,100.00,102.49
"울산광역시","01 식료품 및 비주류음료",85.949,87.181,88.238,89.550,91.855,94.687,96.072,95.361,100.00,106.17
"울산광역시","01.1 식료품",85.368,86.534,87.575,88.903,91.368,94.333,95.863,95.054,100.00,106.46
"울산광역시","01.2 비주류 음료",95.436,97.640,98.984,100.038,99.402,99.832,99.077,99.803,100.00,101.93
"울산광역시","02 주류 및 담배",62.746,63.717,63.874,96.924,97.511,98.744,99.388,99.763,100.00,100.22
"울산광역시","02.1 주류",85.194,89.083,90.084,91.004,92.798,96.562,98.326,99.349,100.00,100.59
"울산광역시","02.2 담배",56.368,56.422,56.320,100.000,100.000,100.000,100.000,100.000,100.00,100.00
"울산광역시","03 의류 및 신발",88.995,91.583,95.425,96.282,97.912,99.061,100.000,99.634,100.00,100.64
"울산광역시","03.1 의류",88.870,92.162,96.166,97.008,98.464,99.692,100.432,99.822,100.00,100.50
"울산광역시","03.2 신발",89.809,88.153,91.044,91.990,94.590,95.306,97.430,98.526,100.00,101.41
"울산광역시","04 주택, 수도, 전기 및 연료",98.165,101.371,104.208,102.505,100.572,101.057,100.777,100.182,100.00,101.30
"울산광역시","04.1 주택임차료",98.716,101.643,102.972,103.861,104.536,104.564,103.489,101.226,100.00,101.66
"울산광역시","04.3 주거시설 유지 · 보수",84.221,85.508,86.791,91.012,92.976,93.187,98.135,99.936,100.00,102.64
"울산광역시","04.4 수도 및 주거관련 서비스",78.781,80.317,83.895,87.724,90.864,93.896,96.846,96.125,100.00,104.60
"울산광역시","04.5 전기, 가스 및 기타연료",119.821,125.669,130.918,117.766,104.879,103.919,100.257,102.010,100.00,97.12
"울산광역시","05 가정용품 및 가사 서비스",87.054,88.289,90.830,92.500,94.475,95.926,97.949,99.725,100.00,101.88
"울산광역시","05.1 가구, 가사비품 및 카페트",80.090,79.006,79.817,81.651,85.938,88.800,93.729,99.605,100.00,104.60
"울산광역시","05.2 가정용 섬유제품",92.998,93.427,92.625,91.744,93.248,94.770,95.784,97.661,100.00,101.32
"울산광역시","05.3 가정용 기기",90.156,91.208,95.088,99.238,100.719,100.557,100.997,101.557,100.00,99.80
"울산광역시","05.4 주방용품 및 가정용품",83.609,84.005,86.435,92.158,94.769,96.001,98.173,98.099,100.00,102.20
"울산광역시","05.5 가정 · 정원용 공구 및 장비",97.022,101.631,100.171,98.396,99.045,99.829,100.281,99.641,100.00,104.11
"울산광역시","05.6 일상 생활용품 및 가사 서비스",87.554,92.522,97.449,93.259,92.904,95.665,97.655,98.130,100.00,102.78
"울산광역시","06 보건",92.921,93.035,94.327,96.350,97.561,98.432,98.310,98.698,100.00,100.10
"울산광역시","06.1 의료용품 및 장비",96.231,96.417,97.934,100.329,100.747,99.786,98.748,99.107,100.00,99.10
"울산광역시","06.2 외래환자 서비스",89.100,88.998,90.060,91.812,93.470,95.329,96.849,97.935,100.00,101.42
"울산광역시","06.3 병원 서비스",95.164,95.936,97.492,99.521,101.379,103.884,101.396,99.845,100.00,99.32
"울산광역시","07 교통",113.050,112.268,110.140,100.790,98.481,101.835,103.977,101.850,100.00,104.98
"울산광역시","07.1 운송장비",100.239,101.425,101.259,100.251,100.500,101.335,100.125,98.860,100.00,101.62
"울산광역시","07.2 개인운송장비 운영",131.458,127.820,122.999,104.396,97.891,104.386,110.803,105.938,100.00,110.06
"울산광역시","07.3 운송 서비스",86.947,90.308,91.899,92.685,96.534,96.786,97.254,99.674,100.00,101.61
"울산광역시","08 통신",104.971,104.894,104.901,104.824,104.922,105.260,104.398,102.042,100.00,98.92
"울산광역시","08.1 우편서비스",74.340,77.611,82.190,82.190,82.190,87.785,89.644,96.548,100.00,103.33
"울산광역시","08.2 전화 및 팩스장비",109.537,105.821,102.248,96.926,97.199,98.760,99.769,99.113,100.00,92.71
"울산광역시","08.3 전화 및 팩스 서비스",106.884,106.884,106.959,106.994,107.051,107.106,105.722,102.867,100.00,100.97
"울산광역시","09 오락 및 문화",98.096,99.043,99.183,98.774,100.536,100.422,101.211,101.033,100.00,100.27
"울산광역시","09.1 음향, 영상, 사진 및 정보처리 장비",137.002,132.614,123.222,118.500,118.072,114.630,107.918,103.357,100.00,98.55
"울산광역시","09.2 기타 오락 및 문화용 주요 내구재",108.171,108.388,104.379,99.898,98.939,100.545,101.951,101.847,100.00,101.17
"울산광역시","09.3 기타 오락용품, 조경용품 및 애완동물",91.139,92.320,94.629,95.593,98.612,98.333,98.244,97.699,100.00,98.57
"울산광역시","09.4 오락 및 문화 서비스",88.313,89.364,90.653,92.044,93.982,95.056,97.779,99.199,100.00,101.40
"울산광역시","09.5 신문, 서적 및 문방구",87.741,89.902,92.261,95.598,95.914,97.429,98.589,100.478,100.00,100.72
"울산광역시","09.6 단체여행",109.446,112.318,111.994,105.250,107.886,106.212,106.972,105.212,100.00,101.43
"울산광역시","10 교육",96.097,97.182,98.040,99.711,101.502,102.740,103.487,103.594,100.00,99.99
"울산광역시","10.1 유치원 및 초등교육",124.003,96.170,96.977,104.899,108.019,108.795,109.956,103.397,100.00,78.55
"울산광역시","10.3 고등교육",103.158,102.108,101.861,101.809,101.817,101.822,101.522,101.349,100.00,100.14
"울산광역시","10.4 기타교육",85.985,89.851,91.108,92.979,95.380,97.104,98.281,99.771,100.00,100.46
"울산광역시","11 음식 및 숙박",85.028,87.993,88.950,91.347,93.762,96.449,98.580,99.132,100.00,102.91
"울산광역시","11.1 음식 서비스",85.079,88.066,89.002,91.417,93.862,96.582,98.714,99.283,100.00,102.98
"울산광역시","11.2 숙박 서비스",85.052,87.200,89.056,90.790,92.064,93.463,95.570,95.793,100.00,101.38
"울산광역시","12 기타 상품 및 서비스",86.137,86.536,88.513,90.775,94.088,96.709,97.278,98.636,100.00,102.40
"울산광역시","12.1 미용용품 및 미용 서비스",90.518,92.680,94.962,96.993,97.161,97.342,98.270,98.830,100.00,101.84
"울산광역시","12.3 기타 개인용품",78.610,81.880,85.734,92.059,94.124,96.213,97.353,99.442,100.00,99.52
"울산광역시","12.4~7 기타서비스",83.548,79.315,79.875,80.687,89.183,95.664,95.335,97.972,100.00,103.78
"세종특별자치시","0 총지수",-,-,-,95.626,96.311,98.205,99.232,99.566,100.00,102.71
"세종특별자치시","01 식료품 및 비주류음료",-,-,-,88.898,91.031,94.482,96.533,96.714,100.00,104.50
"세종특별자치시","01.1 식료품",-,-,-,88.537,90.776,94.438,96.504,96.692,100.00,104.74
"세종특별자치시","01.2 비주류 음료",-,-,-,94.560,95.050,95.108,96.925,97.052,100.00,101.08
"세종특별자치시","02 주류 및 담배",-,-,-,96.818,97.365,99.183,99.364,99.544,100.00,100.28
"세종특별자치시","02.1 주류",-,-,-,90.713,92.309,97.580,98.112,98.650,100.00,100.68
"세종특별자치시","02.2 담배",-,-,-,100.000,100.000,100.000,100.000,100.000,100.00,100.00
"세종특별자치시","03 의류 및 신발",-,-,-,95.989,97.860,99.029,100.076,99.389,100.00,100.65
"세종특별자치시","03.1 의류",-,-,-,96.674,98.427,99.651,100.527,99.541,100.00,100.56
"세종특별자치시","03.2 신발",-,-,-,91.768,94.363,95.211,97.311,98.474,100.00,101.26
"세종특별자치시","04 주택, 수도, 전기 및 연료",-,-,-,95.527,94.150,95.868,96.390,98.222,100.00,104.50
"세종특별자치시","04.1 주택임차료",-,-,-,99.216,99.756,100.858,99.992,98.975,100.00,105.76
"세종특별자치시","04.3 주거시설 유지 · 보수",-,-,-,89.431,91.933,94.421,98.376,99.292,100.00,105.60
"세종특별자치시","04.4 수도 및 주거관련 서비스",-,-,-,68.299,72.718,77.768,83.880,92.768,100.00,106.02
"세종특별자치시","04.5 전기, 가스 및 기타연료",-,-,-,116.778,103.572,102.933,100.300,101.810,100.00,98.54
"세종특별자치시","05 가정용품 및 가사 서비스",-,-,-,95.481,95.788,96.734,98.371,100.064,100.00,101.63
"세종특별자치시","05.1 가구, 가사비품 및 카페트",-,-,-,81.763,85.976,88.858,93.781,99.626,100.00,104.55
"세종특별자치시","05.2 가정용 섬유제품",-,-,-,92.678,93.489,94.817,95.653,96.894,100.00,100.65
"세종특별자치시","05.3 가정용 기기",-,-,-,99.387,100.853,100.670,101.045,101.559,100.00,99.82
"세종특별자치시","05.4 주방용품 및 가정용품",-,-,-,97.763,97.035,98.256,99.105,99.070,100.00,101.67
"세종특별자치시","05.5 가정 · 정원용 공구 및 장비",-,-,-,98.914,98.938,99.407,100.184,99.584,100.00,105.41
"세종특별자치시","05.6 일상 생활용품 및 가사 서비스",-,-,-,100.741,95.734,96.336,97.983,99.339,100.00,100.76
"세종특별자치시","06 보건",-,-,-,97.280,98.022,98.734,98.376,98.820,100.00,99.48
"세종특별자치시","06.1 의료용품 및 장비",-,-,-,99.141,99.359,98.875,98.337,99.323,100.00,97.70
"세종특별자치시","06.2 외래환자 서비스",-,-,-,93.929,94.849,96.311,97.019,97.915,100.00,101.41
"세종특별자치시","06.3 병원 서비스",-,-,-,100.497,102.095,103.635,101.338,99.835,100.00,99.49
"세종특별자치시","07 교통",-,-,-,101.490,98.568,102.204,104.434,101.796,100.00,106.61
"세종특별자치시","07.1 운송장비",-,-,-,100.071,100.370,101.254,100.099,98.860,100.00,101.62
"세종특별자치시","07.2 개인운송장비 운영",-,-,-,105.961,100.004,106.413,111.719,106.466,100.00,111.65
"세종특별자치시","07.3 운송 서비스",-,-,-,92.523,92.836,93.243,94.107,95.467,100.00,105.76
"세종특별자치시","08 통신",-,-,-,105.192,105.275,105.559,104.614,102.181,100.00,99.45
"세종특별자치시","08.1 우편서비스",-,-,-,82.190,82.190,87.785,89.644,96.548,100.00,103.33
"세종특별자치시","08.2 전화 및 팩스장비",-,-,-,96.926,97.199,98.760,99.769,99.113,100.00,92.71
"세종특별자치시","08.3 전화 및 팩스 서비스",-,-,-,107.005,107.062,107.116,105.732,102.872,100.00,100.96
"세종특별자치시","09 오락 및 문화",-,-,-,98.393,100.349,100.886,101.134,101.008,100.00,100.41
"세종특별자치시","09.1 음향, 영상, 사진 및 정보처리 장비",-,-,-,112.663,112.909,111.110,105.995,102.543,100.00,98.50
"세종특별자치시","09.2 기타 오락 및 문화용 주요 내구재",-,-,-,98.804,102.949,104.766,105.063,104.682,100.00,101.60
"세종특별자치시","09.3 기타 오락용품, 조경용품 및 애완동물",-,-,-,93.673,97.859,98.924,99.091,97.868,100.00,99.48
"세종특별자치시","09.4 오락 및 문화 서비스",-,-,-,94.076,95.601,96.868,97.822,99.319,100.00,101.38
"세종특별자치시","09.5 신문, 서적 및 문방구",-,-,-,94.839,95.550,97.395,98.702,100.593,100.00,100.66
"세종특별자치시","09.6 단체여행",-,-,-,105.215,107.837,106.190,106.950,105.190,100.00,101.52
"세종특별자치시","10 교육",-,-,-,102.192,102.591,103.334,103.800,104.273,100.00,100.48
"세종특별자치시","10.1 유치원 및 초등교육",-,-,-,101.736,101.736,101.736,105.009,109.224,100.00,84.11
"세종특별자치시","10.3 고등교육",-,-,-,102.211,102.162,102.145,101.834,101.484,100.00,99.85
"세종특별자치시","10.4 기타교육",-,-,-,96.438,96.999,98.022,98.590,100.096,100.00,101.07
"세종특별자치시","11 음식 및 숙박",-,-,-,90.550,93.523,95.030,96.630,98.471,100.00,102.17
"세종특별자치시","11.1 음식 서비스",-,-,-,90.674,93.689,95.190,96.756,98.621,100.00,102.23
"세종특별자치시","11.2 숙박 서비스",-,-,-,88.011,89.654,91.412,93.781,95.112,100.00,100.77
"세종특별자치시","12 기타 상품 및 서비스",-,-,-,88.824,92.454,95.651,96.744,98.602,100.00,102.20
"세종특별자치시","12.1 미용용품 및 미용 서비스",-,-,-,97.416,97.828,98.202,99.039,99.953,100.00,101.91
"세종특별자치시","12.3 기타 개인용품",-,-,-,92.216,94.051,96.142,97.232,99.399,100.00,99.44
"세종특별자치시","12.4~7 기타서비스",-,-,-,77.739,85.375,91.946,93.398,96.454,100.00,103.55
"경기도","0 총지수",91.769,92.890,94.038,94.734,95.624,97.545,98.994,99.396,100.00,102.57
