"도시별","지출목적별",2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
"경기도","01 식료품 및 비주류음료",85.659,86.667,86.888,88.176,89.972,93.133,95.521,95.707,100.00,106.33
"경기도","01.1 식료품",85.184,86.115,86.291,87.561,89.496,92.874,95.329,95.453,100.00,106.69
"경기도","01.2 비주류 음료",93.214,95.422,96.374,97.941,97.442,96.976,98.360,99.452,100.00,101.53
"경기도","02 주류 및 담배",63.804,64.985,64.973,96.028,96.707,98.433,98.760,99.594,100.00,100.55
"경기도","02.1 주류",84.735,88.771,89.003,89.813,91.576,96.061,96.880,98.984,100.00,101.27
"경기도","02.2 담배",56.388,56.443,56.337,100.000,100.000,100.000,100.000,100.000,100.00,100.00
"경기도","03 의류 및 신발",88.171,90.686,94.286,95.497,97.251,98.346,99.362,99.259,100.00,100.52
"경기도","03.1 의류",87.840,90.946,94.770,96.035,97.647,98.819,99.664,99.374,100.00,100.40
"경기도","03.2 신발",90.022,88.983,91.228,92.067,94.691,95.352,97.420,98.521,100.00,101.25
"경기도","04 주택, 수도, 전기 및 연료",89.843,92.950,95.534,95.953,95.720,97.748,98.382,99.380,100.00,101.92
"경기도","04.1 주택임차료",88.109,90.288,92.519,95.367,97.381,99.355,100.156,100.028,100.00,101.57
"경기도","04.3 주거시설 유지 · 보수",75.798,77.285,79.492,82.056,83.802,89.057,92.832,96.967,100.00,105.23
"경기도","04.4 수도 및 주거관련 서비스",71.690,75.411,76.967,80.284,84.638,89.516,92.746,95.864,100.00,105.70
"경기도","04.5 전기, 가스 및 기타연료",118.288,123.986,128.857,118.238,104.848,103.050,99.814,101.488,100.00,98.07
"경기도","05 가정용품 및 가사 서비스",88.275,88.463,90.962,93.461,94.981,95.945,98.044,100.001,100.00,101.70
"경기도","05.1 가구, 가사비품 및 카페트",80.680,79.311,79.981,81.739,86.018,88.801,93.736,99.612,100.00,104.56
"경기도","05.2 가정용 섬유제품",94.206,94.527,93.660,93.067,93.983,94.753,95.818,97.283,100.00,101.09
"경기도","05.3 가정용 기기",91.259,92.187,95.727,98.810,100.487,100.642,101.007,101.573,100.00,99.76
"경기도","05.4 주방용품 및 가정용품",88.390,90.121,92.629,96.964,97.571,97.569,99.308,99.209,100.00,100.65
"경기도","05.5 가정 · 정원용 공구 및 장비",93.824,98.147,100.503,98.174,98.556,99.423,99.970,99.081,100.00,105.07
"경기도","05.6 일상 생활용품 및 가사 서비스",88.553,87.903,91.273,94.432,93.513,94.177,97.180,99.062,100.00,103.47
"경기도","06 보건",94.026,94.187,94.750,95.970,96.902,97.826,97.977,98.425,100.00,99.89
"경기도","06.1 의료용품 및 장비",96.838,97.088,97.946,99.210,99.127,98.599,97.834,98.612,100.00,98.50
"경기도","06.2 외래환자 서비스",91.467,91.160,91.224,92.361,93.859,95.768,97.246,97.912,100.00,101.50
"경기도","06.3 병원 서비스",94.877,96.714,98.533,99.949,101.781,103.527,101.310,99.877,100.00,99.28
"경기도","07 교통",110.925,110.089,107.944,99.302,97.342,100.645,103.134,101.277,100.00,106.24
"경기도","07.1 운송장비",100.062,101.245,101.065,100.091,100.393,101.275,100.082,98.839,100.00,101.59
"경기도","07.2 개인운송장비 운영",131.831,128.543,123.705,105.124,99.147,105.570,111.260,106.142,100.00,110.91
"경기도","07.3 운송 서비스",81.525,83.546,84.728,88.067,91.469,91.347,92.049,95.277,100.00,101.49
"경기도","08 통신",105.475,105.312,105.216,104.983,105.066,105.351,104.461,102.093,100.00,99.16
"경기도","08.1 우편서비스",74.340,77.611,82.190,82.190,82.190,87.785,89.644,96.548,100.00,103.33
"경기도","08.2 전화 및 팩스장비",108.976,105.570,102.255,96.926,97.199,98.760,99.769,99.113,100.00,92.71
"경기도","08.3 전화 및 팩스 서비스",106.889,106.889,106.964,106.997,107.051,107.098,105.716,102.870,100.00,100.97
"경기도","09 오락 및 문화",98.205,99.187,99.739,99.339,101.035,101.038,101.431,101.085,100.00,100.39
"경기도","09.1 음향, 영상, 사진 및 정보처리 장비",132.522,127.116,119.246,115.316,115.455,112.771,106.904,102.982,100.00,98.45
"경기도","09.2 기타 오락 및 문화용 주요 내구재",101.282,99.678,98.327,98.514,98.029,100.576,102.362,101.931,100.00,100.60
"경기도","09.3 기타 오락용품, 조경용품 및 애완동물",92.136,93.189,94.776,96.136,99.392,99.506,99.874,97.700,100.00,99.62
"경기도","09.4 오락 및 문화 서비스",90.242,91.160,92.774,93.737,95.238,96.021,97.707,99.328,100.00,101.30
"경기도","09.5 신문, 서적 및 문방구",88.228,90.505,93.139,95.952,96.495,97.895,98.926,100.787,100.00,100.61
"경기도","09.6 단체여행",108.692,111.900,111.728,105.240,107.862,106.215,106.978,105.216,100.00,101.47
"경기도","10 교육",92.588,93.754,95.053,96.685,98.161,99.270,100.927,101.756,100.00,100.82
"경기도","10.1 유치원 및 초등교육",105.219,83.445,83.796,91.013,94.400,95.891,98.542,102.139,100.00,96.27
"경기도","10.3 고등교육",102.528,101.331,101.102,101.089,101.120,101.070,100.795,100.549,100.00,99.73
"경기도","10.4 기타교육",85.158,87.944,89.691,91.515,93.185,94.531,96.665,98.471,100.00,101.28
"경기도","11 음식 및 숙박",86.495,87.420,88.742,90.436,92.285,94.580,97.524,99.296,100.00,102.75
"경기도","11.1 음식 서비스",86.548,87.444,88.771,90.465,92.330,94.648,97.630,99.437,100.00,102.83
"경기도","11.2 숙박 서비스",84.929,86.914,88.074,89.752,91.030,92.741,94.591,95.398,100.00,100.40
"경기도","12 기타 상품 및 서비스",86.028,85.811,87.953,90.272,93.354,95.667,96.166,97.905,100.00,102.23
"경기도","12.1 미용용품 및 미용 서비스",90.909,93.083,95.576,97.479,97.566,96.765,97.509,98.743,100.00,101.41
"경기도","12.3 기타 개인용품",77.119,81.396,85.811,92.301,94.417,96.381,97.499,99.592,100.00,99.46
"경기도","12.4~7 기타서비스",85.139,78.982,79.555,80.625,87.701,93.973,93.929,96.209,100.00,103.88
"강원도","0 총지수",92.692,93.697,94.334,94.369,95.110,97.013,98.557,99.384,100.00,102.80
"강원도","01 식료품 및 비주류음료",85.572,86.585,86.390,87.787,89.687,92.645,94.782,95.561,100.00,106.43
"강원도","01.1 식료품",85.084,86.017,85.763,87.147,89.237,92.361,94.639,95.378,100.00,106.73
"강원도","01.2 비주류 음료",93.284,95.510,96.353,97.928,96.601,96.717,96.818,98.136,100.00,101.97
"강원도","02 주류 및 담배",63.221,64.380,64.436,96.977,97.623,98.702,98.894,99.737,100.00,100.19
"강원도","02.1 주류",83.920,88.265,88.795,90.020,92.236,95.930,96.530,99.168,100.00,100.55
"강원도","02.2 담배",56.378,56.433,56.324,100.000,100.000,100.000,100.000,100.000,100.00,100.00
"강원도","03 의류 및 신발",87.349,90.137,93.633,94.740,96.567,97.608,98.942,99.877,100.00,100.52
"강원도","03.1 의류",87.308,90.425,94.050,95.238,96.926,98.019,99.214,100.116,100.00,100.38
"강원도","03.2 신발",87.725,88.537,91.259,91.891,94.552,95.308,97.413,98.524,100.00,101.34
"강원도","04 주택, 수도, 전기 및 연료",94.980,97.641,99.100,96.342,94.848,96.276,97.959,99.826,100.00,102.33
"강원도","04.1 주택임차료",93.428,95.852,97.097,98.040,99.020,100.227,100.868,100.580,100.00,100.36
"강원도","04.3 주거시설 유지 · 보수",78.603,80.834,82.177,85.401,87.678,90.426,95.114,98.179,100.00,106.05
"강원도","04.4 수도 및 주거관련 서비스",65.953,69.872,72.311,75.717,80.012,84.132,88.945,95.049,100.00,105.12
"강원도","04.5 전기, 가스 및 기타연료",121.583,123.747,124.774,111.873,101.965,101.302,101.186,102.557,100.00,101.57
"강원도","05 가정용품 및 가사 서비스",88.725,89.510,91.058,92.698,94.281,95.986,98.242,99.639,100.00,102.08
"강원도","05.1 가구, 가사비품 및 카페트",79.580,79.377,80.449,81.671,85.989,88.841,93.739,99.634,100.00,104.59
"강원도","05.2 가정용 섬유제품",93.889,94.186,93.086,92.685,93.652,94.934,95.780,97.253,100.00,100.43
"강원도","05.3 가정용 기기",90.653,91.820,95.337,98.903,100.495,100.477,100.984,101.581,100.00,99.78
"강원도","05.4 주방용품 및 가정용품",93.195,94.595,93.754,96.945,97.902,98.746,98.418,98.971,100.00,99.89
"강원도","05.5 가정 · 정원용 공구 및 장비",93.908,96.982,97.035,96.224,96.240,98.371,99.821,99.226,100.00,104.21
"강원도","05.6 일상 생활용품 및 가사 서비스",89.111,89.521,91.251,91.292,90.590,93.759,97.914,97.848,100.00,105.34
"강원도","06 보건",94.798,95.273,95.793,96.793,97.604,98.564,98.342,98.679,100.00,99.89
"강원도","06.1 의료용품 및 장비",98.864,99.245,99.748,100.649,100.379,99.960,98.678,99.128,100.00,98.37
"강원도","06.2 외래환자 서비스",91.046,91.111,91.398,92.457,93.945,95.825,97.115,97.943,100.00,101.44
"강원도","06.3 병원 서비스",96.299,98.020,99.180,100.196,101.767,103.601,101.363,99.834,100.00,99.47
"강원도","07 교통",112.257,111.645,109.601,99.757,97.109,100.349,102.577,101.702,100.00,107.90
"강원도","07.1 운송장비",100.102,101.292,101.090,100.092,100.391,101.215,100.055,98.846,100.00,101.60
"강원도","07.2 개인운송장비 운영",129.047,126.109,121.661,103.372,97.296,103.579,109.051,105.380,100.00,111.12
"강원도","07.3 운송 서비스",81.576,85.298,87.718,89.726,89.796,90.167,91.586,98.612,100.00,102.89
"강원도","08 통신",105.519,105.380,105.253,104.951,105.046,105.422,104.519,102.122,100.00,98.96
"강원도","08.1 우편서비스",74.340,77.611,82.190,82.190,82.190,87.785,89.644,96.548,100.00,103.33
"강원도","08.2 전화 및 팩스장비",107.892,105.637,102.288,96.926,97.199,98.760,99.769,99.113,100.00,92.71
"강원도","08.3 전화 및 팩스 서비스",106.872,106.872,106.973,107.019,107.073,107.120,105.736,102.875,100.00,100.97
"강원도","09 오락 및 문화",97.361,98.528,98.602,97.795,99.818,99.921,100.631,100.733,100.00,100.41
"강원도","09.1 음향, 영상, 사진 및 정보처리 장비",133.064,127.682,118.289,112.539,113.519,112.272,106.577,102.648,100.00,98.37
"강원도","09.2 기타 오락 및 문화용 주요 내구재",102.035,101.104,98.996,97.659,96.695,98.758,101.572,102.205,100.00,100.55
"강원도","09.3 기타 오락용품, 조경용품 및 애완동물",89.719,91.395,93.129,93.950,97.178,97.028,97.655,97.530,100.00,99.68
"강원도","09.4 오락 및 문화 서비스",90.004,90.868,91.570,92.272,94.060,94.875,97.070,99.053,100.00,101.34
"강원도","09.5 신문, 서적 및 문방구",89.145,91.511,93.609,96.566,97.056,98.296,98.991,100.529,100.00,100.98
"강원도","09.6 단체여행",108.703,111.900,111.726,105.231,107.853,106.205,106.966,105.207,100.00,101.53
"강원도","10 교육",95.519,96.380,97.233,98.673,99.979,101.004,102.154,102.852,100.00,99.72
"강원도","10.1 유치원 및 초등교육",107.963,79.152,79.994,89.765,92.735,93.456,97.952,101.227,100.00,93.77
"강원도","10.3 고등교육",103.026,101.993,101.713,101.471,101.412,101.382,101.040,100.837,100.00,99.88
"강원도","10.4 기타교육",86.095,88.691,89.852,91.413,93.240,94.709,96.392,98.306,100.00,99.79
"강원도","11 음식 및 숙박",85.437,85.635,86.786,88.397,90.724,93.423,96.103,98.743,100.00,102.31
"강원도","11.1 음식 서비스",85.565,85.649,86.798,88.444,90.795,93.527,96.258,99.069,100.00,102.37
"강원도","11.2 숙박 서비스",83.791,87.035,88.263,89.084,90.706,92.398,94.604,95.536,100.00,100.68
"강원도","12 기타 상품 및 서비스",83.949,85.349,87.453,89.449,92.993,95.141,95.932,97.527,100.00,102.82
"강원도","12.1 미용용품 및 미용 서비스",88.814,91.846,94.634,96.566,96.941,96.525,97.568,98.380,100.00,102.47
"강원도","12.3 기타 개인용품",78.071,82.086,86.177,92.386,94.292,96.276,97.369,99.446,100.00,99.25
"강원도","12.4~7 기타서비스",81.825,79.748,80.157,80.915,88.256,93.173,93.582,96.039,100.00,103.71
"충청북도","0 총지수",92.938,94.104,95.220,95.073,95.613,97.524,99.122,99.487,100.00,102.69
"충청북도","01 식료품 및 비주류음료",85.477,86.084,86.817,87.893,90.092,92.756,95.651,96.058,100.00,105.91
"충청북도","01.1 식료품",85.092,85.608,86.329,87.307,89.666,92.532,95.564,95.876,100.00,106.24
"충청북도","01.2 비주류 음료",91.732,93.787,94.740,97.393,96.819,95.998,96.898,98.698,100.00,101.32
"충청북도","02 주류 및 담배",63.644,64.638,64.781,96.663,97.218,98.638,98.934,99.740,100.00,100.23
"충청북도","02.1 주류",85.338,88.919,89.756,90.511,92.158,96.371,97.163,99.305,100.00,100.59
"충청북도","02.2 담배",56.388,56.443,56.334,100.000,100.000,100.000,100.000,100.000,100.00,100.00
"충청북도","03 의류 및 신발",86.706,89.651,93.290,94.647,96.353,97.338,98.488,99.112,100.00,100.53
"충청북도","03.1 의류",86.843,89.906,93.682,95.077,96.640,97.684,98.675,99.216,100.00,100.41
"충청북도","03.2 신발",86.109,88.300,91.030,92.150,94.746,95.393,97.428,98.528,100.00,101.33
"충청북도","04 주택, 수도, 전기 및 연료",94.901,98.214,100.441,97.266,95.370,96.772,97.875,99.506,100.00,102.14
"충청북도","04.1 주택임차료",95.733,98.630,99.824,100.332,101.073,101.461,101.049,100.401,100.00,100.35
"충청북도","04.3 주거시설 유지 · 보수",79.251,81.636,84.424,85.383,88.030,89.591,94.735,98.606,100.00,105.70
"충청북도","04.4 수도 및 주거관련 서비스",67.688,71.035,73.716,76.361,79.896,84.475,89.767,94.741,100.00,106.47
"충청북도","04.5 전기, 가스 및 기타연료",120.269,124.275,127.257,114.633,102.901,102.813,101.241,102.501,100.00,100.21
"충청북도","05 가정용품 및 가사 서비스",88.056,89.655,91.532,93.866,94.971,96.697,98.436,100.452,100.00,102.20
"충청북도","05.1 가구, 가사비품 및 카페트",80.268,79.532,80.622,81.946,86.115,88.890,93.761,99.610,100.00,104.45
"충청북도","05.2 가정용 섬유제품",94.590,94.995,94.035,93.768,94.671,94.745,95.635,96.908,100.00,100.89
"충청북도","05.3 가정용 기기",91.379,92.653,95.987,99.597,100.947,100.613,101.057,101.560,100.00,99.82
"충청북도","05.4 주방용품 및 가정용품",86.124,88.551,91.391,95.903,96.481,98.068,98.938,99.494,100.00,99.99
"충청북도","05.5 가정 · 정원용 공구 및 장비",92.976,97.916,99.370,98.720,98.773,100.299,101.654,99.820,100.00,105.90
"충청북도","05.6 일상 생활용품 및 가사 서비스",87.904,90.971,92.362,94.556,92.406,96.167,98.056,101.140,100.00,104.00
"충청북도","06 보건",94.606,95.013,95.620,96.785,97.688,98.648,98.435,98.708,100.00,100.22
"충청북도","06.1 의료용품 및 장비",98.257,98.237,99.054,100.439,100.357,99.883,98.795,99.122,100.00,99.23
"충청북도","06.2 외래환자 서비스",90.545,90.901,91.285,92.379,93.745,95.506,96.924,97.842,100.00,101.49
"충청북도","06.3 병원 서비스",97.398,98.892,99.660,100.514,102.068,103.733,101.392,99.931,100.00,99.25
"충청북도","07 교통",112.948,112.181,110.960,100.726,96.959,100.914,103.803,101.819,100.00,106.07
"충청북도","07.1 운송장비",100.119,101.289,101.051,100.027,100.366,101.256,100.072,98.825,100.00,101.64
"충청북도","07.2 개인운송장비 운영",132.600,129.086,124.666,105.173,98.151,104.620,110.425,105.767,100.00,110.82
"충청북도","07.3 운송 서비스",78.904,82.286,87.927,87.553,87.509,88.412,89.076,94.381,100.00,101.00
"충청북도","08 통신",105.505,105.395,105.380,105.244,105.318,105.549,104.604,102.176,100.00,99.38
"충청북도","08.1 우편서비스",74.340,77.611,82.190,82.190,82.190,87.785,89.644,96.548,100.00,103.33
"충청북도","08.2 전화 및 팩스장비",109.291,105.777,102.277,96.926,97.199,98.760,99.769,99.113,100.00,92.71
"충청북도","08.3 전화 및 팩스 서비스",106.876,106.876,106.976,107.023,107.069,107.124,105.738,102.875,100.00,100.97
"충청북도","09 오락 및 문화",97.289,98.557,98.730,98.259,100.246,100.430,100.916,100.827,100.00,100.31
"충청북도","09.1 음향, 영상, 사진 및 정보처리 장비",129.115,125.348,117.512,112.563,113.347,111.910,106.507,102.715,100.00,98.46
"충청북도","09.2 기타 오락 및 문화용 주요 내구재",101.121,99.431,98.241,97.708,96.863,98.547,101.672,101.745,100.00,101.09
"충청북도","09.3 기타 오락용품, 조경용품 및 애완동물",89.436,91.220,92.293,93.641,96.997,97.345,97.905,97.090,100.00,99.95
"충청북도","09.4 오락 및 문화 서비스",89.683,90.679,91.661,92.476,94.481,95.596,97.153,99.137,100.00,101.01
"충청북도","09.5 신문, 서적 및 문방구",88.394,91.122,93.547,95.991,96.465,97.634,98.561,100.141,100.00,100.84
"충청북도","09.6 단체여행",108.853,111.980,111.770,105.217,107.838,106.195,106.957,105.197,100.00,101.54
"충청북도","10 교육",96.120,96.391,97.332,98.219,99.249,100.209,101.324,102.002,100.00,100.99
"충청북도","10.1 유치원 및 초등교육",126.899,77.567,82.344,93.668,101.664,106.287,111.716,113.675,100.00,79.63
"충청북도","10.3 고등교육",104.395,103.150,102.558,102.228,102.179,102.166,101.852,101.493,100.00,99.86
"충청북도","10.4 기타교육",88.128,91.079,92.320,93.117,94.355,95.562,97.190,98.885,100.00,101.44
"충청북도","11 음식 및 숙박",85.945,87.927,89.266,90.915,92.700,95.554,98.352,98.900,100.00,102.50
"충청북도","11.1 음식 서비스",86.123,88.114,89.366,91.035,92.836,95.724,98.555,99.082,100.00,102.55
"충청북도","11.2 숙박 서비스",82.091,83.652,88.354,89.298,90.587,92.320,94.478,95.481,100.00,100.98
"충청북도","12 기타 상품 및 서비스",84.333,84.449,87.207,89.003,92.355,94.386,95.791,98.064,100.00,102.03
"충청북도","12.1 미용용품 및 미용 서비스",86.770,88.601,92.512,94.076,94.012,93.991,96.640,98.830,100.00,100.77
"충청북도","12.3 기타 개인용품",77.746,81.732,85.884,92.299,94.370,96.310,97.397,99.472,100.00,99.51
"충청북도","12.4~7 기타서비스",87.207,82.495,82.648,83.214,90.233,94.309,94.082,96.537,100.00,103.98
"충청남도","0 총지수",93.753,94.867,95.309,95.515,96.171,98.036,99.437,99.343,100.00,102.77
"충청남도","01 식료품 및 비주류음료",85.239,85.244,85.290,87.572,89.391,92.343,94.806,95.195,100.00,105.79
"충청남도","01.1 식료품",84.781,84.635,84.641,86.972,88.901,92.076,94.607,94.893,100.00,106.14
"충청남도","01.2 비주류 음료",91.791,94.247,94.966,96.410,96.542,96.151,97.628,99.434,100.00,100.94
"충청남도","02 주류 및 담배",63.961,65.351,65.332,96.266,96.970,98.377,98.915,99.617,100.00,100.33
"충청남도","02.1 주류",84.318,89.025,89.224,89.698,91.692,95.667,97.105,98.976,100.00,100.86
"충청남도","02.2 담배",56.365,56.419,56.313,100.000,100.000,100.000,100.000,100.000,100.00,100.00
"충청남도","03 의류 및 신발",87.990,90.684,93.900,95.409,97.266,98.473,99.517,99.548,100.00,100.54
"충청남도","03.1 의류",87.908,91.196,94.576,95.973,97.702,99.002,99.867,99.723,100.00,100.40
"충청남도","03.2 신발",88.901,87.628,89.765,92.042,94.635,95.298,97.378,98.498,100.00,101.32
"충청남도","04 주택, 수도, 전기 및 연료",93.443,97.051,99.592,97.425,95.876,97.375,98.199,99.536,100.00,102.23
"충청남도","04.1 주택임차료",93.352,97.188,99.642,101.667,102.431,102.555,101.686,100.397,100.00,101.17
"충청남도","04.3 주거시설 유지 · 보수",81.765,83.873,83.248,85.737,88.028,89.735,96.278,99.252,100.00,107.48
"충청남도","04.4 수도 및 주거관련 서비스",62.381,65.640,68.004,71.692,77.694,83.715,89.702,94.985,100.00,105.51
"충청남도","04.5 전기, 가스 및 기타연료",121.971,125.830,129.226,115.303,103.143,102.726,100.491,102.077,100.00,100.50
"충청남도","05 가정용품 및 가사 서비스",89.817,90.192,90.969,94.014,95.097,96.084,97.455,99.676,100.00,101.67
"충청남도","05.1 가구, 가사비품 및 카페트",80.270,79.178,80.038,81.707,86.085,88.863,93.773,99.593,100.00,104.55
"충청남도","05.2 가정용 섬유제품",93.805,94.774,94.171,93.733,94.879,95.438,96.238,97.704,100.00,101.44
"충청남도","05.3 가정용 기기",93.234,93.733,96.153,99.158,100.723,100.649,101.082,101.534,100.00,99.89
"충청남도","05.4 주방용품 및 가정용품",90.901,92.213,93.955,96.723,96.147,97.147,97.855,98.132,100.00,100.58
"충청남도","05.5 가정 · 정원용 공구 및 장비",95.486,99.243,100.045,98.966,99.278,100.404,101.308,99.896,100.00,105.34
"충청남도","05.6 일상 생활용품 및 가사 서비스",91.375,91.817,90.181,96.810,94.624,95.332,95.105,98.211,100.00,101.96
"충청남도","06 보건",94.840,94.988,95.329,96.723,97.581,98.489,98.128,98.693,100.00,99.59
"충청남도","06.1 의료용품 및 장비",98.242,98.110,98.548,99.815,99.689,99.359,98.101,99.229,100.00,98.02
"충청남도","06.2 외래환자 서비스",91.817,91.753,91.949,93.438,94.859,96.621,97.350,97.951,100.00,101.55
"충청남도","06.3 병원 서비스",97.246,98.476,98.980,100.413,102.038,103.447,101.430,100.020,100.00,99.20
"충청남도","07 교통",113.133,112.855,111.394,101.486,98.270,101.650,104.142,101.784,100.00,107.32
"충청남도","07.1 운송장비",100.249,101.414,101.196,100.179,100.456,101.267,100.064,98.824,100.00,101.69
"충청남도","07.2 개인운송장비 운영",131.637,128.632,124.062,104.794,98.400,104.235,110.266,105.691,100.00,110.88
"충청남도","07.3 운송 서비스",83.707,88.485,93.548,93.875,94.351,94.625,94.990,96.816,100.00,103.52
"충청남도","08 통신",105.531,105.354,105.267,105.018,105.103,105.392,104.493,102.102,100.00,99.15
"충청남도","08.1 우편서비스",74.340,77.611,82.190,82.190,82.190,87.785,89.644,96.548,100.00,103.33
"충청남도","08.2 전화 및 팩스장비",109.117,105.711,102.276,96.926,97.199,98.760,99.769,99.113,100.00,92.71
"충청남도","08.3 전화 및 팩스 서비스",106.856,106.856,106.956,107.003,107.057,107.104,105.721,102.871,100.00,100.96
"충청남도","09 오락 및 문화",99.464,100.206,99.894,99.055,100.724,100.675,101.204,100.654,100.00,100.50
"충청남도","09.1 음향, 영상, 사진 및 정보처리 장비",130.894,126.705,119.302,114.008,114.291,112.264,106.589,102.804,100.00,98.63
"충청남도","09.2 기타 오락 및 문화용 주요 내구재",106.716,106.578,102.421,99.215,98.138,101.256,101.761,101.100,100.00,100.90
"충청남도","09.3 기타 오락용품, 조경용품 및 애완동물",91.090,92.117,93.168,95.142,98.091,97.960,98.350,97.605,100.00,100.04
"충청남도","09.4 오락 및 문화 서비스",92.693,93.422,94.040,94.300,95.856,96.400,98.312,99.291,100.00,101.36
"충청남도","09.5 신문, 서적 및 문방구",89.370,91.821,94.418,97.162,97.644,98.960,99.964,99.698,100.00,100.94
"충청남도","09.6 단체여행",108.845,111.976,111.770,105.224,107.858,106.194,106.954,105.194,100.00,101.46
"충청남도","10 교육",98.009,98.958,99.541,100.583,102.948,103.972,104.904,101.303,100.00,99.68
"충청남도","10.1 유치원 및 초등교육",212.172,159.025,151.259,158.183,162.119,165.462,164.666,138.651,100.00,77.75
"충청남도","10.3 고등교육",104.522,103.249,102.598,102.221,102.172,102.159,101.845,101.486,100.00,99.86
"충청남도","10.4 기타교육",86.623,89.557,90.702,92.009,94.881,96.087,97.474,99.177,100.00,100.13
"충청남도","11 음식 및 숙박",89.105,91.383,89.478,90.895,92.826,95.100,97.647,99.144,100.00,102.50
"충청남도","11.1 음식 서비스",89.387,91.690,89.591,91.017,92.976,95.279,97.826,99.342,100.00,102.60
"충청남도","11.2 숙박 서비스",81.788,83.218,87.863,89.002,90.191,91.668,94.140,95.397,100.00,99.80
"충청남도","12 기타 상품 및 서비스",86.163,85.760,88.130,89.998,93.145,95.978,97.140,98.125,100.00,102.16
"충청남도","12.1 미용용품 및 미용 서비스",89.996,91.233,94.731,96.269,96.658,96.356,97.821,98.540,100.00,101.76
"충청남도","12.3 기타 개인용품",78.090,81.904,86.272,92.326,94.268,96.269,97.393,99.491,100.00,99.59
"충청남도","12.4~7 기타서비스",85.752,80.973,80.770,81.528,88.393,95.271,95.992,96.986,100.00,103.29
"전라북도","0 총지수",93.051,94.173,95.233,95.205,95.718,97.492,99.158,99.467,100.00,102.59
"전라북도","01 식료품 및 비주류음료",84.277,85.735,85.581,87.181,89.285,91.519,94.697,95.165,100.00,105.66
"전라북도","01.1 식료품",83.991,85.384,85.164,86.744,88.954,91.313,94.583,94.970,100.00,106.03
"전라북도","01.2 비주류 음료",89.739,92.411,93.480,95.438,95.429,95.076,96.671,98.588,100.00,100.22
"전라북도","02 주류 및 담배",64.432,65.601,65.715,96.447,97.181,98.707,99.009,99.867,100.00,99.99
"전라북도","02.1 주류",85.504,89.376,90.023,90.681,92.552,96.472,97.295,99.640,100.00,99.97
"전라북도","02.2 담배",56.394,56.449,56.336,100.000,100.000,100.000,100.000,100.000,100.00,100.00
"전라북도","03 의류 및 신발",88.838,91.511,95.342,96.523,97.968,98.827,100.364,99.396,100.00,100.56
"전라북도","03.1 의류",88.672,91.877,95.879,97.244,98.497,99.383,100.827,99.536,100.00,100.43
"전라북도","03.2 신발",90.454,89.467,92.113,92.025,94.621,95.335,97.406,98.523,100.00,101.33
"전라북도","04 주택, 수도, 전기 및 연료",95.140,98.327,100.892,98.290,96.393,97.323,98.076,99.752,100.00,101.20
"전라북도","04.1 주택임차료",95.487,97.916,98.686,98.861,99.258,99.918,100.164,100.189,100.00,100.26
"전라북도","04.3 주거시설 유지 · 보수",79.210,81.668,83.426,85.717,87.514,89.060,94.462,97.569,100.00,108.28
"전라북도","04.4 수도 및 주거관련 서비스",67.248,70.303,74.098,78.787,84.331,87.881,91.867,96.015,100.00,103.72
"전라북도","04.5 전기, 가스 및 기타연료",120.760,125.071,128.841,115.675,103.748,102.632,100.717,102.393,100.00,99.41
"전라북도","05 가정용품 및 가사 서비스",89.989,89.500,92.103,94.931,96.173,97.322,98.843,100.434,100.00,101.80
"전라북도","05.1 가구, 가사비품 및 카페트",80.235,79.350,80.194,81.727,85.989,88.897,93.733,99.593,100.00,104.61
"전라북도","05.2 가정용 섬유제품",94.815,95.357,94.255,93.998,95.045,96.174,96.491,97.411,100.00,101.01
"전라북도","05.3 가정용 기기",92.685,92.730,95.206,99.462,100.823,100.480,100.993,101.552,100.00,99.86
"전라북도","05.4 주방용품 및 가정용품",89.195,89.793,91.673,96.332,96.845,96.575,97.874,98.731,100.00,100.32
"전라북도","05.5 가정 · 정원용 공구 및 장비",97.805,100.543,101.060,100.557,100.882,101.548,102.035,100.385,100.00,103.14
"전라북도","05.6 일상 생활용품 및 가사 서비스",90.341,87.699,94.113,97.058,96.055,98.500,99.833,101.028,100.00,103.30
"전라북도","06 보건",93.748,94.264,95.268,96.331,97.173,97.922,97.986,98.423,100.00,99.94
"전라북도","06.1 의료용품 및 장비",97.061,97.300,98.361,99.446,99.396,98.754,97.815,98.661,100.00,98.66
"전라북도","06.2 외래환자 서비스",90.228,90.063,91.090,92.355,93.954,95.863,97.311,97.884,100.00,101.42
"전라북도","06.3 병원 서비스",96.669,99.298,100.137,100.714,102.044,103.627,101.357,99.874,100.00,99.43
"전라북도","07 교통",116.766,115.808,113.541,101.989,98.225,102.744,106.079,103.096,100.00,106.78
"전라북도","07.1 운송장비",100.132,101.281,101.072,100.056,100.366,101.247,100.073,98.850,100.00,101.60
"전라북도","07.2 개인운송장비 운영",134.928,131.390,126.064,105.864,98.841,105.377,111.510,106.184,100.00,112.11
"전라북도","07.3 운송 서비스",82.428,86.426,90.642,91.222,91.263,95.980,96.468,98.870,100.00,104.88
"전라북도","08 통신",105.595,105.399,105.312,105.058,105.156,105.512,104.583,102.162,100.00,98.76
"전라북도","08.1 우편서비스",74.340,77.611,82.190,82.190,82.190,87.785,89.644,96.548,100.00,103.33
