연도,도시,품목코드,대분류_품목,대분류_물가지수,중분류_품목,중분류_물가지수
2017,광주광역시,09,오락 및 문화,100.133,"신문, 서적 및 문방구",98.351
2017,광주광역시,09,오락 및 문화,100.133,단체여행,106.189
2017,광주광역시,10,교육,102.858,유치원 및 초등교육,105.987
2017,광주광역시,10,교육,102.858,고등교육,102.547
2017,광주광역시,10,교육,102.858,기타교육,96.682
2017,광주광역시,11,음식 및 숙박,94.729,음식 서비스,94.885
2017,광주광역시,11,음식 및 숙박,94.729,숙박 서비스,92.56
2017,광주광역시,12,기타 상품 및 서비스,96.464,용품 및 미용 서비스,98.231
2017,광주광역시,12,기타 상품 및 서비스,96.464, 개인용품,96.115
2017,광주광역시,12,기타 상품 및 서비스,96.464,기타서비스,93.98
2017,대구광역시,01,식료품 및 비주류음료,93.475,식료품,93.288
2017,대구광역시,01,식료품 및 비주류음료,93.475,비주류 음료,95.939
2017,대구광역시,02,주류 및 담배,99.403,주류,97.871
2017,대구광역시,02,주류 및 담배,99.403,담배,100.0
2017,대구광역시,03,의류 및 신발,97.211,의류,97.531
2017,대구광역시,03,의류 및 신발,97.211,신발,95.349
2017,대구광역시,04,"주택, 수도, 전기 및 연료",97.077,주택임차료,99.593
2017,대구광역시,04,"주택, 수도, 전기 및 연료",97.077,주거시설 유지 · 보수,90.407
2017,대구광역시,04,"주택, 수도, 전기 및 연료",97.077,수도 및 주거관련 서비스,86.803
2017,대구광역시,04,"주택, 수도, 전기 및 연료",97.077,"전기, 가스 및 기타연료",103.108
2017,대구광역시,05,가정용품 및 가사 서비스,96.038,"가구, 가사비품 및 카페트",88.726
2017,대구광역시,05,가정용품 및 가사 서비스,96.038,가정용 섬유제품,94.781
2017,대구광역시,05,가정용품 및 가사 서비스,96.038,가정용 기기,100.527
2017,대구광역시,05,가정용품 및 가사 서비스,96.038,주방용품 및 가정용품,97.834
2017,대구광역시,05,가정용품 및 가사 서비스,96.038,가정 · 정원용 공구 및 장비,99.179
2017,대구광역시,05,가정용품 및 가사 서비스,96.038,일상 생활용품 및 가사 서비스,95.047
2017,대구광역시,06,보건,97.648,의료용품 및 장비,99.633
2017,대구광역시,06,보건,97.648,외래환자 서비스,95.262
2017,대구광역시,06,보건,97.648,병원 서비스,103.587
2017,대구광역시,07,교통,103.106,운송장비,101.276
2017,대구광역시,07,교통,103.106,개인운송장비 운영,106.057
2017,대구광역시,07,교통,103.106,운송 서비스,97.196
2017,대구광역시,08,통신,105.281,우편서비스,87.785
2017,대구광역시,08,통신,105.281,전화 및 팩스장비,98.76
2017,대구광역시,08,통신,105.281,전화 및 팩스 서비스,107.109
2017,대구광역시,09,오락 및 문화,100.557,"음향, 영상, 사진 및 정보처리 장비",112.262
2017,대구광역시,09,오락 및 문화,100.557,기타 오락 및 문화용 주요 내구재,100.023
2017,대구광역시,09,오락 및 문화,100.557,"기타 오락용품, 조경용품 및 애완동물",99.097
2017,대구광역시,09,오락 및 문화,100.557,오락 및 문화 서비스,95.596
2017,대구광역시,09,오락 및 문화,100.557,"신문, 서적 및 문방구",97.21
2017,대구광역시,09,오락 및 문화,100.557,단체여행,106.199
2017,대구광역시,10,교육,100.471,유치원 및 초등교육,95.689
2017,대구광역시,10,교육,100.471,고등교육,102.168
2017,대구광역시,10,교육,100.471,기타교육,94.648
2017,대구광역시,11,음식 및 숙박,92.939,음식 서비스,92.939
2017,대구광역시,11,음식 및 숙박,92.939,숙박 서비스,92.953
2017,대구광역시,12,기타 상품 및 서비스,95.574,용품 및 미용 서비스,96.345
2017,대구광역시,12,기타 상품 및 서비스,95.574, 개인용품,96.517
2017,대구광역시,12,기타 상품 및 서비스,95.574,기타서비스,93.889
2017,대전광역시,01,식료품 및 비주류음료,92.294,식료품,91.981
2017,대전광역시,01,식료품 및 비주류음료,92.294,비주류 음료,96.973
2017,대전광역시,02,주류 및 담배,98.486,주류,95.567
2017,대전광역시,02,주류 및 담배,98.486,담배,100.0
2017,대전광역시,03,의류 및 신발,98.612,의류,99.169
2017,대전광역시,03,의류 및 신발,98.612,신발,95.364
2017,대전광역시,04,"주택, 수도, 전기 및 연료",96.976,주택임차료,99.657
2017,대전광역시,04,"주택, 수도, 전기 및 연료",96.976,주거시설 유지 · 보수,91.391
2017,대전광역시,04,"주택, 수도, 전기 및 연료",96.976,수도 및 주거관련 서비스,85.276
2017,대전광역시,04,"주택, 수도, 전기 및 연료",96.976,"전기, 가스 및 기타연료",103.386
2017,대전광역시,05,가정용품 및 가사 서비스,96.969,"가구, 가사비품 및 카페트",88.928
2017,대전광역시,05,가정용품 및 가사 서비스,96.969,가정용 섬유제품,96.377
2017,대전광역시,05,가정용품 및 가사 서비스,96.969,가정용 기기,100.767
2017,대전광역시,05,가정용품 및 가사 서비스,96.969,주방용품 및 가정용품,99.259
2017,대전광역시,05,가정용품 및 가사 서비스,96.969,가정 · 정원용 공구 및 장비,99.346
2017,대전광역시,05,가정용품 및 가사 서비스,96.969,일상 생활용품 및 가사 서비스,96.464
2017,대전광역시,06,보건,98.434,의료용품 및 장비,99.466
2017,대전광역시,06,보건,98.434,외래환자 서비스,96.333
2017,대전광역시,06,보건,98.434,병원 서비스,103.7
2017,대전광역시,07,교통,102.358,운송장비,101.249
2017,대전광역시,07,교통,102.358,개인운송장비 운영,106.052
2017,대전광역시,07,교통,102.358,운송 서비스,95.901
2017,대전광역시,08,통신,105.589,우편서비스,87.785
2017,대전광역시,08,통신,105.589,전화 및 팩스장비,98.76
2017,대전광역시,08,통신,105.589,전화 및 팩스 서비스,107.113
2017,대전광역시,09,오락 및 문화,100.924,"음향, 영상, 사진 및 정보처리 장비",112.181
2017,대전광역시,09,오락 및 문화,100.924,기타 오락 및 문화용 주요 내구재,103.07
2017,대전광역시,09,오락 및 문화,100.924,"기타 오락용품, 조경용품 및 애완동물",98.104
2017,대전광역시,09,오락 및 문화,100.924,오락 및 문화 서비스,96.637
2017,대전광역시,09,오락 및 문화,100.924,"신문, 서적 및 문방구",96.892
2017,대전광역시,09,오락 및 문화,100.924,단체여행,106.189
2017,대전광역시,10,교육,100.484,유치원 및 초등교육,121.924
2017,대전광역시,10,교육,100.484,고등교육,102.145
2017,대전광역시,10,교육,100.484,기타교육,93.172
2017,대전광역시,11,음식 및 숙박,95.843,음식 서비스,96.015
2017,대전광역시,11,음식 및 숙박,95.843,숙박 서비스,91.759
2017,대전광역시,12,기타 상품 및 서비스,95.851,용품 및 미용 서비스,96.089
2017,대전광역시,12,기타 상품 및 서비스,95.851, 개인용품,96.218
2017,대전광역시,12,기타 상품 및 서비스,95.851,기타서비스,95.39
2017,부산광역시,01,식료품 및 비주류음료,93.511,식료품,93.31
2017,부산광역시,01,식료품 및 비주류음료,93.511,비주류 음료,96.605
2017,부산광역시,02,주류 및 담배,99.867,주류,99.555
2017,부산광역시,02,주류 및 담배,99.867,담배,100.0
2017,부산광역시,03,의류 및 신발,98.159,의류,98.686
2017,부산광역시,03,의류 및 신발,98.159,신발,95.327
2017,부산광역시,04,"주택, 수도, 전기 및 연료",97.294,주택임차료,100.272
2017,부산광역시,04,"주택, 수도, 전기 및 연료",97.294,주거시설 유지 · 보수,90.933
2017,부산광역시,04,"주택, 수도, 전기 및 연료",97.294,수도 및 주거관련 서비스,88.265
2017,부산광역시,04,"주택, 수도, 전기 및 연료",97.294,"전기, 가스 및 기타연료",103.266
2017,부산광역시,05,가정용품 및 가사 서비스,96.5,"가구, 가사비품 및 카페트",88.8
2017,부산광역시,05,가정용품 및 가사 서비스,96.5,가정용 섬유제품,94.837
2017,부산광역시,05,가정용품 및 가사 서비스,96.5,가정용 기기,100.532
2017,부산광역시,05,가정용품 및 가사 서비스,96.5,주방용품 및 가정용품,96.834
2017,부산광역시,05,가정용품 및 가사 서비스,96.5,가정 · 정원용 공구 및 장비,99.587
2017,부산광역시,05,가정용품 및 가사 서비스,96.5,일상 생활용품 및 가사 서비스,97.339
2017,부산광역시,06,보건,98.538,의료용품 및 장비,99.095
2017,부산광역시,06,보건,98.538,외래환자 서비스,96.285
2017,부산광역시,06,보건,98.538,병원 서비스,103.823
2017,부산광역시,07,교통,100.964,운송장비,101.33
2017,부산광역시,07,교통,100.964,개인운송장비 운영,103.817
2017,부산광역시,07,교통,100.964,운송 서비스,96.875
2017,부산광역시,08,통신,105.425,우편서비스,87.785
2017,부산광역시,08,통신,105.425,전화 및 팩스장비,98.76
2017,부산광역시,08,통신,105.425,전화 및 팩스 서비스,107.106
2017,부산광역시,09,오락 및 문화,100.648,"음향, 영상, 사진 및 정보처리 장비",113.76
2017,부산광역시,09,오락 및 문화,100.648,기타 오락 및 문화용 주요 내구재,102.195
2017,부산광역시,09,오락 및 문화,100.648,"기타 오락용품, 조경용품 및 애완동물",97.876
2017,부산광역시,09,오락 및 문화,100.648,오락 및 문화 서비스,95.698
2017,부산광역시,09,오락 및 문화,100.648,"신문, 서적 및 문방구",97.633
2017,부산광역시,09,오락 및 문화,100.648,단체여행,106.196
2017,부산광역시,10,교육,100.886,유치원 및 초등교육,101.791
2017,부산광역시,10,교육,100.886,고등교육,101.841
2017,부산광역시,10,교육,100.886,기타교육,94.315
2017,부산광역시,11,음식 및 숙박,94.428,음식 서비스,94.478
2017,부산광역시,11,음식 및 숙박,94.428,숙박 서비스,92.37
2017,부산광역시,12,기타 상품 및 서비스,96.535,용품 및 미용 서비스,97.36
2017,부산광역시,12,기타 상품 및 서비스,96.535, 개인용품,96.241
2017,부산광역시,12,기타 상품 및 서비스,96.535,기타서비스,95.16
2017,서울특별시,01,식료품 및 비주류음료,93.614,식료품,93.367
2017,서울특별시,01,식료품 및 비주류음료,93.614,비주류 음료,97.287
2017,서울특별시,02,주류 및 담배,98.483,주류,95.829
2017,서울특별시,02,주류 및 담배,98.483,담배,100.0
2017,서울특별시,03,의류 및 신발,97.476,의류,97.822
2017,서울특별시,03,의류 및 신발,97.476,신발,95.286
2017,서울특별시,04,"주택, 수도, 전기 및 연료",97.528,주택임차료,97.917
2017,서울특별시,04,"주택, 수도, 전기 및 연료",97.528,주거시설 유지 · 보수,88.58
2017,서울특별시,04,"주택, 수도, 전기 및 연료",97.528,수도 및 주거관련 서비스,91.452
2017,서울특별시,04,"주택, 수도, 전기 및 연료",97.528,"전기, 가스 및 기타연료",103.297
2017,서울특별시,05,가정용품 및 가사 서비스,94.07,"가구, 가사비품 및 카페트",88.867
2017,서울특별시,05,가정용품 및 가사 서비스,94.07,가정용 섬유제품,94.878
2017,서울특별시,05,가정용품 및 가사 서비스,94.07,가정용 기기,100.686
2017,서울특별시,05,가정용품 및 가사 서비스,94.07,주방용품 및 가정용품,97.994
2017,서울특별시,05,가정용품 및 가사 서비스,94.07,가정 · 정원용 공구 및 장비,99.388
2017,서울특별시,05,가정용품 및 가사 서비스,94.07,일상 생활용품 및 가사 서비스,87.677
2017,서울특별시,06,보건,97.786,의료용품 및 장비,98.552
2017,서울특별시,06,보건,97.786,외래환자 서비스,95.438
2017,서울특별시,06,보건,97.786,병원 서비스,103.386
2017,서울특별시,07,교통,100.507,운송장비,101.245
2017,서울특별시,07,교통,100.507,개인운송장비 운영,104.842
2017,서울특별시,07,교통,100.507,운송 서비스,96.163
2017,서울특별시,08,통신,105.429,우편서비스,87.785
2017,서울특별시,08,통신,105.429,전화 및 팩스장비,98.76
2017,서울특별시,08,통신,105.429,전화 및 팩스 서비스,107.091
2017,서울특별시,09,오락 및 문화,101.441,"음향, 영상, 사진 및 정보처리 장비",112.048
2017,서울특별시,09,오락 및 문화,101.441,기타 오락 및 문화용 주요 내구재,100.09
2017,서울특별시,09,오락 및 문화,101.441,"기타 오락용품, 조경용품 및 애완동물",99.4
2017,서울특별시,09,오락 및 문화,101.441,오락 및 문화 서비스,96.4
2017,서울특별시,09,오락 및 문화,101.441,"신문, 서적 및 문방구",97.727
2017,서울특별시,09,오락 및 문화,101.441,단체여행,106.196
2017,서울특별시,10,교육,99.842,유치원 및 초등교육,98.31
2017,서울특별시,10,교육,99.842,고등교육,101.07
2017,서울특별시,10,교육,99.842,기타교육,93.984
2017,서울특별시,11,음식 및 숙박,93.944,음식 서비스,93.998
2017,서울특별시,11,음식 및 숙박,93.944,숙박 서비스,92.673
2017,서울특별시,12,기타 상품 및 서비스,96.333,용품 및 미용 서비스,98.133
2017,서울특별시,12,기타 상품 및 서비스,96.333, 개인용품,96.215
2017,서울특별시,12,기타 상품 및 서비스,96.333,기타서비스,93.753
2017,세종특별자치시,01,식료품 및 비주류음료,94.482,식료품,94.438
2017,세종특별자치시,01,식료품 및 비주류음료,94.482,비주류 음료,95.108
2017,세종특별자치시,02,주류 및 담배,99.183,주류,97.58
2017,세종특별자치시,02,주류 및 담배,99.183,담배,100.0
2017,세종특별자치시,03,의류 및 신발,99.029,의류,99.651
2017,세종특별자치시,03,의류 및 신발,99.029,신발,95.211
2017,세종특별자치시,04,"주택, 수도, 전기 및 연료",95.868,주택임차료,100.858
2017,세종특별자치시,04,"주택, 수도, 전기 및 연료",95.868,주거시설 유지 · 보수,94.421
2017,세종특별자치시,04,"주택, 수도, 전기 및 연료",95.868,수도 및 주거관련 서비스,77.768
2017,세종특별자치시,04,"주택, 수도, 전기 및 연료",95.868,"전기, 가스 및 기타연료",102.933
2017,세종특별자치시,05,가정용품 및 가사 서비스,96.734,"가구, 가사비품 및 카페트",88.858
2017,세종특별자치시,05,가정용품 및 가사 서비스,96.734,가정용 섬유제품,94.817
2017,세종특별자치시,05,가정용품 및 가사 서비스,96.734,가정용 기기,100.67
2017,세종특별자치시,05,가정용품 및 가사 서비스,96.734,주방용품 및 가정용품,98.256
2017,세종특별자치시,05,가정용품 및 가사 서비스,96.734,가정 · 정원용 공구 및 장비,99.407
2017,세종특별자치시,05,가정용품 및 가사 서비스,96.734,일상 생활용품 및 가사 서비스,96.336
2017,세종특별자치시,06,보건,98.734,의료용품 및 장비,98.875
2017,세종특별자치시,06,보건,98.734,외래환자 서비스,96.311
2017,세종특별자치시,06,보건,98.734,병원 서비스,103.635
2017,세종특별자치시,07,교통,102.204,운송장비,101.254
2017,세종특별자치시,07,교통,102.204,개인운송장비 운영,106.413
2017,세종특별자치시,07,교통,102.204,운송 서비스,93.243
2017,세종특별자치시,08,통신,105.559,우편서비스,87.785
2017,세종특별자치시,08,통신,105.559,전화 및 팩스장비,98.76
2017,세종특별자치시,08,통신,105.559,전화 및 팩스 서비스,107.116
2017,세종특별자치시,09,오락 및 문화,100.886,"음향, 영상, 사진 및 정보처리 장비",111.11
2017,세종특별자치시,09,오락 및 문화,100.886,기타 오락 및 문화용 주요 내구재,104.766
2017,세종특별자치시,09,오락 및 문화,100.886,"기타 오락용품, 조경용품 및 애완동물",98.924
2017,세종특별자치시,09,오락 및 문화,100.886,오락 및 문화 서비스,96.868
2017,세종특별자치시,09,오락 및 문화,100.886,"신문, 서적 및 문방구",97.395
2017,세종특별자치시,09,오락 및 문화,100.886,단체여행,106.19
2017,세종특별자치시,10,교육,103.334,유치원 및 초등교육,101.736
2017,세종특별자치시,10,교육,103.334,고등교육,102.145
2017,세종특별자치시,10,교육,103.334,기타교육,98.022
2017,세종특별자치시,11,음식 및 숙박,95.03,음식 서비스,95.19
2017,세종특별자치시,11,음식 및 숙박,95.03,숙박 서비스,91.412
2017,세종특별자치시,12,기타 상품 및 서비스,95.651,용품 및 미용 서비스,98.202
2017,세종특별자치시,12,기타 상품 및 서비스,95.651, 개인용품,96.142
2017,세종특별자치시,12,기타 상품 및 서비스,95.651,기타서비스,91.946
2017,울산광역시,01,식료품 및 비주류음료,94.687,식료품,94.333
2017,울산광역시,01,식료품 및 비주류음료,94.687,비주류 음료,99.832
2017,울산광역시,02,주류 및 담배,98.744,주류,96.562
2017,울산광역시,02,주류 및 담배,98.744,담배,100.0
2017,울산광역시,03,의류 및 신발,99.061,의류,99.692
2017,울산광역시,03,의류 및 신발,99.061,신발,95.306
2017,울산광역시,04,"주택, 수도, 전기 및 연료",101.057,주택임차료,104.564
2017,울산광역시,04,"주택, 수도, 전기 및 연료",101.057,주거시설 유지 · 보수,93.187
2017,울산광역시,04,"주택, 수도, 전기 및 연료",101.057,수도 및 주거관련 서비스,93.896
2017,울산광역시,04,"주택, 수도, 전기 및 연료",101.057,"전기, 가스 및 기타연료",103.919
2017,울산광역시,05,가정용품 및 가사 서비스,95.926,"가구, 가사비품 및 카페트",88.8
2017,울산광역시,05,가정용품 및 가사 서비스,95.926,가정용 섬유제품,94.77
2017,울산광역시,05,가정용품 및 가사 서비스,95.926,가정용 기기,100.557
2017,울산광역시,05,가정용품 및 가사 서비스,95.926,주방용품 및 가정용품,96.001
2017,울산광역시,05,가정용품 및 가사 서비스,95.926,가정 · 정원용 공구 및 장비,99.829
2017,울산광역시,05,가정용품 및 가사 서비스,95.926,일상 생활용품 및 가사 서비스,95.665
2017,울산광역시,06,보건,98.432,의료용품 및 장비,99.786
2017,울산광역시,06,보건,98.432,외래환자 서비스,95.329
2017,울산광역시,06,보건,98.432,병원 서비스,103.884
2017,울산광역시,07,교통,101.835,운송장비,101.335
2017,울산광역시,07,교통,101.835,개인운송장비 운영,104.386
2017,울산광역시,07,교통,101.835,운송 서비스,96.786
2017,울산광역시,08,통신,105.26,우편서비스,87.785
2017,울산광역시,08,통신,105.26,전화 및 팩스장비,98.76
2017,울산광역시,08,통신,105.26,전화 및 팩스 서비스,107.106
2017,울산광역시,09,오락 및 문화,100.422,"음향, 영상, 사진 및 정보처리 장비",114.63
2017,울산광역시,09,오락 및 문화,100.422,기타 오락 및 문화용 주요 내구재,100.545
2017,울산광역시,09,오락 및 문화,100.422,"기타 오락용품, 조경용품 및 애완동물",98.333
2017,울산광역시,09,오락 및 문화,100.422,오락 및 문화 서비스,95.056
2017,울산광역시,09,오락 및 문화,100.422,"신문, 서적 및 문방구",97.429
2017,울산광역시,09,오락 및 문화,100.422,단체여행,106.212
2017,울산광역시,10,교육,102.74,유치원 및 초등교육,108.795
2017,울산광역시,10,교육,102.74,고등교육,101.822
2017,울산광역시,10,교육,102.74,기타교육,97.104
2017,울산광역시,11,음식 및 숙박,96.449,음식 서비스,96.582
2017,울산광역시,11,음식 및 숙박,96.449,숙박 서비스,93.463
2017,울산광역시,12,기타 상품 및 서비스,96.709,용품 및 미용 서비스,97.342
2017,울산광역시,12,기타 상품 및 서비스,96.709, 개인용품,96.213
2017,울산광역시,12,기타 상품 및 서비스,96.709,기타서비스,95.664
2017,인천광역시,01,식료품 및 비주류음료,92.38,식료품,92.06
2017,인천광역시,01,식료품 및 비주류음료,92.38,비주류 음료,97.345
2017,인천광역시,02,주류 및 담배,99.047,주류,96.853
2017,인천광역시,02,주류 및 담배,99.047,담배,100.0
2017,인천광역시,03,의류 및 신발,98.876,의류,99.482
2017,인천광역시,03,의류 및 신발,98.876,신발,95.309
2017,인천광역시,04,"주택, 수도, 전기 및 연료",96.9,주택임차료,98.009
2017,인천광역시,04,"주택, 수도, 전기 및 연료",96.9,주거시설 유지 · 보수,88.464
2017,인천광역시,04,"주택, 수도, 전기 및 연료",96.9,수도 및 주거관련 서비스,89.914
2017,인천광역시,04,"주택, 수도, 전기 및 연료",96.9,"전기, 가스 및 기타연료",103.484
2017,인천광역시,05,가정용품 및 가사 서비스,94.963,"가구, 가사비품 및 카페트",88.858
2017,인천광역시,05,가정용품 및 가사 서비스,94.963,가정용 섬유제품,94.704
2017,인천광역시,05,가정용품 및 가사 서비스,94.963,가정용 기기,100.436
2017,인천광역시,05,가정용품 및 가사 서비스,94.963,주방용품 및 가정용품,94.886
2017,인천광역시,05,가정용품 및 가사 서비스,94.963,가정 · 정원용 공구 및 장비,100.576
2017,인천광역시,05,가정용품 및 가사 서비스,94.963,일상 생활용품 및 가사 서비스,90.938
2017,인천광역시,06,보건,98.073,의료용품 및 장비,98.132
2017,인천광역시,06,보건,98.073,외래환자 서비스,96.146
2017,인천광역시,06,보건,98.073,병원 서비스,103.284
2017,인천광역시,07,교통,101.614,운송장비,101.297
2017,인천광역시,07,교통,101.614,개인운송장비 운영,104.912
2017,인천광역시,07,교통,101.614,운송 서비스,95.902
2017,인천광역시,08,통신,105.334,우편서비스,87.785
2017,인천광역시,08,통신,105.334,전화 및 팩스장비,98.76
2017,인천광역시,08,통신,105.334,전화 및 팩스 서비스,107.123
2017,인천광역시,09,오락 및 문화,100.358,"음향, 영상, 사진 및 정보처리 장비",111.693
2017,인천광역시,09,오락 및 문화,100.358,기타 오락 및 문화용 주요 내구재,103.19
2017,인천광역시,09,오락 및 문화,100.358,"기타 오락용품, 조경용품 및 애완동물",97.33
2017,인천광역시,09,오락 및 문화,100.358,오락 및 문화 서비스,95.837
2017,인천광역시,09,오락 및 문화,100.358,"신문, 서적 및 문방구",98.869
2017,인천광역시,09,오락 및 문화,100.358,단체여행,106.208
2017,인천광역시,10,교육,100.49,유치원 및 초등교육,123.676
2017,인천광역시,10,교육,100.49,고등교육,101.062
2017,인천광역시,10,교육,100.49,기타교육,95.241
2017,인천광역시,11,음식 및 숙박,93.242,음식 서비스,93.251
2017,인천광역시,11,음식 및 숙박,93.242,숙박 서비스,92.9
2017,인천광역시,12,기타 상품 및 서비스,96.16,용품 및 미용 서비스,96.639
2017,인천광역시,12,기타 상품 및 서비스,96.16, 개인용품,96.357
2017,인천광역시,12,기타 상품 및 서비스,96.16,기타서비스,95.398
2017,전국,01,식료품 및 비주류음료,93.134,식료품,92.885
2017,전국,01,식료품 및 비주류음료,93.134,비주류 음료,96.868
2017,전국,02,주류 및 담배,98.805,주류,96.64
2017,전국,02,주류 및 담배,98.805,담배,100.0
2017,전국,03,의류 및 신발,98.082,의류,98.52
2017,전국,03,의류 및 신발,98.082,신발,95.374
2017,전국,04,"주택, 수도, 전기 및 연료",97.666,주택임차료,99.271
2017,전국,04,"주택, 수도, 전기 및 연료",97.666,주거시설 유지 · 보수,90.004
2017,전국,04,"주택, 수도, 전기 및 연료",97.666,수도 및 주거관련 서비스,89.108
2017,전국,04,"주택, 수도, 전기 및 연료",97.666,"전기, 가스 및 기타연료",103.027
2017,전국,05,가정용품 및 가사 서비스,95.712,"가구, 가사비품 및 카페트",88.818
2017,전국,05,가정용품 및 가사 서비스,95.712,가정용 섬유제품,94.751
2017,전국,05,가정용품 및 가사 서비스,95.712,가정용 기기,100.589
2017,전국,05,가정용품 및 가사 서비스,95.712,주방용품 및 가정용품,97.51
2017,전국,05,가정용품 및 가사 서비스,95.712,가정 · 정원용 공구 및 장비,99.875
2017,전국,05,가정용품 및 가사 서비스,95.712,일상 생활용품 및 가사 서비스,93.106
2017,전국,06,보건,98.109,의료용품 및 장비,98.844
2017,전국,06,보건,98.109,외래환자 서비스,95.885
2017,전국,06,보건,98.109,병원 서비스,103.546
2017,전국,07,교통,101.277,운송장비,101.271
2017,전국,07,교통,101.277,개인운송장비 운영,105.116
2017,전국,07,교통,101.277,운송 서비스,94.384
2017,전국,08,통신,105.41,우편서비스,87.785
2017,전국,08,통신,105.41,전화 및 팩스장비,98.76
2017,전국,08,통신,105.41,전화 및 팩스 서비스,107.1
2017,전국,09,오락 및 문화,100.781,"음향, 영상, 사진 및 정보처리 장비",112.613
2017,전국,09,오락 및 문화,100.781,기타 오락 및 문화용 주요 내구재,100.747
2017,전국,09,오락 및 문화,100.781,"기타 오락용품, 조경용품 및 애완동물",98.616
2017,전국,09,오락 및 문화,100.781,오락 및 문화 서비스,95.934
2017,전국,09,오락 및 문화,100.781,"신문, 서적 및 문방구",97.92
2017,전국,09,오락 및 문화,100.781,단체여행,106.207
2017,전국,10,교육,100.272,유치원 및 초등교육,102.998
2017,전국,10,교육,100.272,고등교육,101.522
2017,전국,10,교육,100.272,기타교육,94.749
2017,전국,11,음식 및 숙박,94.441,음식 서비스,94.53
2017,전국,11,음식 및 숙박,94.441,숙박 서비스,92.407
2017,전국,12,기타 상품 및 서비스,95.967,용품 및 미용 서비스,97.051
2017,전국,12,기타 상품 및 서비스,95.967, 개인용품,96.298
2017,전국,12,기타 상품 및 서비스,95.967,기타서비스,94.248
2017,전라남도,01,식료품 및 비주류음료,91.819,식료품,91.525
2017,전라남도,01,식료품 및 비주류음료,91.819,비주류 음료,96.894
2017,전라남도,02,주류 및 담배,99.511,주류,98.639
2017,전라남도,02,주류 및 담배,99.511,담배,100.0
2017,전라남도,03,의류 및 신발,98.754,의류,99.26
2017,전라남도,03,의류 및 신발,98.754,신발,95.488
2017,전라남도,04,"주택, 수도, 전기 및 연료",97.571,주택임차료,98.117
2017,전라남도,04,"주택, 수도, 전기 및 연료",97.571,주거시설 유지 · 보수,92.74
2017,전라남도,04,"주택, 수도, 전기 및 연료",97.571,수도 및 주거관련 서비스,91.5
2017,전라남도,04,"주택, 수도, 전기 및 연료",97.571,"전기, 가스 및 기타연료",102.297
2017,전라남도,05,가정용품 및 가사 서비스,96.388,"가구, 가사비품 및 카페트",88.874
2017,전라남도,05,가정용품 및 가사 서비스,96.388,가정용 섬유제품,94.697
2017,전라남도,05,가정용품 및 가사 서비스,96.388,가정용 기기,100.596
2017,전라남도,05,가정용품 및 가사 서비스,96.388,주방용품 및 가정용품,97.794
2017,전라남도,05,가정용품 및 가사 서비스,96.388,가정 · 정원용 공구 및 장비,100.146
2017,전라남도,05,가정용품 및 가사 서비스,96.388,일상 생활용품 및 가사 서비스,94.784
2017,전라남도,06,보건,98.494,의료용품 및 장비,98.693
2017,전라남도,06,보건,98.494,외래환자 서비스,96.139
2017,전라남도,06,보건,98.494,병원 서비스,103.661
2017,전라남도,07,교통,101.967,운송장비,101.266
2017,전라남도,07,교통,101.967,개인운송장비 운영,104.263
2017,전라남도,07,교통,101.967,운송 서비스,96.348
2017,전라남도,08,통신,105.512,우편서비스,87.785
2017,전라남도,08,통신,105.512,전화 및 팩스장비,98.76
2017,전라남도,08,통신,105.512,전화 및 팩스 서비스,107.126
2017,전라남도,09,오락 및 문화,100.689,"음향, 영상, 사진 및 정보처리 장비",114.649
2017,전라남도,09,오락 및 문화,100.689,기타 오락 및 문화용 주요 내구재,98.914
2017,전라남도,09,오락 및 문화,100.689,"기타 오락용품, 조경용품 및 애완동물",97.267
2017,전라남도,09,오락 및 문화,100.689,오락 및 문화 서비스,95.752
2017,전라남도,09,오락 및 문화,100.689,"신문, 서적 및 문방구",98.64
2017,전라남도,09,오락 및 문화,100.689,단체여행,106.203
2017,전라남도,10,교육,102.714,유치원 및 초등교육,136.497
2017,전라남도,10,교육,102.714,고등교육,102.535
2017,전라남도,10,교육,102.714,기타교육,95.187
2017,전라남도,11,음식 및 숙박,93.311,음식 서비스,93.434
2017,전라남도,11,음식 및 숙박,93.311,숙박 서비스,91.65
2017,전라남도,12,기타 상품 및 서비스,96.364,용품 및 미용 서비스,98.339
2017,전라남도,12,기타 상품 및 서비스,96.364, 개인용품,96.615
2017,전라남도,12,기타 상품 및 서비스,96.364,기타서비스,93.57
2017,전라북도,01,식료품 및 비주류음료,91.519,식료품,91.313
2017,전라북도,01,식료품 및 비주류음료,91.519,비주류 음료,95.076
2017,전라북도,02,주류 및 담배,98.707,주류,96.472
2017,전라북도,02,주류 및 담배,98.707,담배,100.0
2017,전라북도,03,의류 및 신발,98.827,의류,99.383
2017,전라북도,03,의류 및 신발,98.827,신발,95.335
2017,전라북도,04,"주택, 수도, 전기 및 연료",97.323,주택임차료,99.918
2017,전라북도,04,"주택, 수도, 전기 및 연료",97.323,주거시설 유지 · 보수,89.06
2017,전라북도,04,"주택, 수도, 전기 및 연료",97.323,수도 및 주거관련 서비스,87.881
2017,전라북도,04,"주택, 수도, 전기 및 연료",97.323,"전기, 가스 및 기타연료",102.632
2017,전라북도,05,가정용품 및 가사 서비스,97.322,"가구, 가사비품 및 카페트",88.897
2017,전라북도,05,가정용품 및 가사 서비스,97.322,가정용 섬유제품,96.174
