연도,도시,품목코드,대분류_품목,대분류_물가지수,중분류_품목,중분류_물가지수
2014,제주특별자치도,06,보건,94.999,의료용품 및 장비,97.036
2014,제주특별자치도,06,보건,94.999,외래환자 서비스,91.814
2014,제주특별자치도,06,보건,94.999,병원 서비스,99.765
2014,제주특별자치도,07,교통,108.837,운송장비,101.225
2014,제주특별자치도,07,교통,108.837,개인운송장비 운영,121.075
2014,제주특별자치도,07,교통,108.837,운송 서비스,92.756
2014,제주특별자치도,08,통신,105.333,우편서비스,82.19
2014,제주특별자치도,08,통신,105.333,전화 및 팩스장비,102.275
2014,제주특별자치도,08,통신,105.333,전화 및 팩스 서비스,106.964
2014,제주특별자치도,09,오락 및 문화,98.323,"음향, 영상, 사진 및 정보처리 장비",121.834
2014,제주특별자치도,09,오락 및 문화,98.323,기타 오락 및 문화용 주요 내구재,101.846
2014,제주특별자치도,09,오락 및 문화,98.323,"기타 오락용품, 조경용품 및 애완동물",93.469
2014,제주특별자치도,09,오락 및 문화,98.323,오락 및 문화 서비스,91.005
2014,제주특별자치도,09,오락 및 문화,98.323,"신문, 서적 및 문방구",92.772
2014,제주특별자치도,09,오락 및 문화,98.323,단체여행,112.173
2014,제주특별자치도,10,교육,95.332,유치원 및 초등교육,95.194
2014,제주특별자치도,10,교육,95.332,고등교육,101.951
2014,제주특별자치도,10,교육,95.332,기타교육,93.419
2014,제주특별자치도,11,음식 및 숙박,87.547,음식 서비스,87.585
2014,제주특별자치도,11,음식 및 숙박,87.547,숙박 서비스,85.481
2014,제주특별자치도,12,기타 상품 및 서비스,85.768,용품 및 미용 서비스,90.376
2014,제주특별자치도,12,기타 상품 및 서비스,85.768, 개인용품,86.52
2014,제주특별자치도,12,기타 상품 및 서비스,85.768,기타서비스,80.156
2014,충청남도,01,식료품 및 비주류음료,85.29,식료품,84.641
2014,충청남도,01,식료품 및 비주류음료,85.29,비주류 음료,94.966
2014,충청남도,02,주류 및 담배,65.332,주류,89.224
2014,충청남도,02,주류 및 담배,65.332,담배,56.313
2014,충청남도,03,의류 및 신발,93.9,의류,94.576
2014,충청남도,03,의류 및 신발,93.9,신발,89.765
2014,충청남도,04,"주택, 수도, 전기 및 연료",99.592,주택임차료,99.642
2014,충청남도,04,"주택, 수도, 전기 및 연료",99.592,주거시설 유지 · 보수,83.248
2014,충청남도,04,"주택, 수도, 전기 및 연료",99.592,수도 및 주거관련 서비스,68.004
2014,충청남도,04,"주택, 수도, 전기 및 연료",99.592,"전기, 가스 및 기타연료",129.226
2014,충청남도,05,가정용품 및 가사 서비스,90.969,"가구, 가사비품 및 카페트",80.038
2014,충청남도,05,가정용품 및 가사 서비스,90.969,가정용 섬유제품,94.171
2014,충청남도,05,가정용품 및 가사 서비스,90.969,가정용 기기,96.153
2014,충청남도,05,가정용품 및 가사 서비스,90.969,주방용품 및 가정용품,93.955
2014,충청남도,05,가정용품 및 가사 서비스,90.969,가정 · 정원용 공구 및 장비,100.045
2014,충청남도,05,가정용품 및 가사 서비스,90.969,일상 생활용품 및 가사 서비스,90.181
2014,충청남도,06,보건,95.329,의료용품 및 장비,98.548
2014,충청남도,06,보건,95.329,외래환자 서비스,91.949
2014,충청남도,06,보건,95.329,병원 서비스,98.98
2014,충청남도,07,교통,111.394,운송장비,101.196
2014,충청남도,07,교통,111.394,개인운송장비 운영,124.062
2014,충청남도,07,교통,111.394,운송 서비스,93.548
2014,충청남도,08,통신,105.267,우편서비스,82.19
2014,충청남도,08,통신,105.267,전화 및 팩스장비,102.276
2014,충청남도,08,통신,105.267,전화 및 팩스 서비스,106.956
2014,충청남도,09,오락 및 문화,99.894,"음향, 영상, 사진 및 정보처리 장비",119.302
2014,충청남도,09,오락 및 문화,99.894,기타 오락 및 문화용 주요 내구재,102.421
2014,충청남도,09,오락 및 문화,99.894,"기타 오락용품, 조경용품 및 애완동물",93.168
2014,충청남도,09,오락 및 문화,99.894,오락 및 문화 서비스,94.04
2014,충청남도,09,오락 및 문화,99.894,"신문, 서적 및 문방구",94.418
2014,충청남도,09,오락 및 문화,99.894,단체여행,111.77
2014,충청남도,10,교육,99.541,유치원 및 초등교육,151.259
2014,충청남도,10,교육,99.541,고등교육,102.598
2014,충청남도,10,교육,99.541,기타교육,90.702
2014,충청남도,11,음식 및 숙박,89.478,음식 서비스,89.591
2014,충청남도,11,음식 및 숙박,89.478,숙박 서비스,87.863
2014,충청남도,12,기타 상품 및 서비스,88.13,용품 및 미용 서비스,94.731
2014,충청남도,12,기타 상품 및 서비스,88.13, 개인용품,86.272
2014,충청남도,12,기타 상품 및 서비스,88.13,기타서비스,80.77
2014,충청북도,01,식료품 및 비주류음료,86.817,식료품,86.329
2014,충청북도,01,식료품 및 비주류음료,86.817,비주류 음료,94.74
2014,충청북도,02,주류 및 담배,64.781,주류,89.756
2014,충청북도,02,주류 및 담배,64.781,담배,56.334
2014,충청북도,03,의류 및 신발,93.29,의류,93.682
2014,충청북도,03,의류 및 신발,93.29,신발,91.03
2014,충청북도,04,"주택, 수도, 전기 및 연료",100.441,주택임차료,99.824
2014,충청북도,04,"주택, 수도, 전기 및 연료",100.441,주거시설 유지 · 보수,84.424
2014,충청북도,04,"주택, 수도, 전기 및 연료",100.441,수도 및 주거관련 서비스,73.716
2014,충청북도,04,"주택, 수도, 전기 및 연료",100.441,"전기, 가스 및 기타연료",127.257
2014,충청북도,05,가정용품 및 가사 서비스,91.532,"가구, 가사비품 및 카페트",80.622
2014,충청북도,05,가정용품 및 가사 서비스,91.532,가정용 섬유제품,94.035
2014,충청북도,05,가정용품 및 가사 서비스,91.532,가정용 기기,95.987
2014,충청북도,05,가정용품 및 가사 서비스,91.532,주방용품 및 가정용품,91.391
2014,충청북도,05,가정용품 및 가사 서비스,91.532,가정 · 정원용 공구 및 장비,99.37
2014,충청북도,05,가정용품 및 가사 서비스,91.532,일상 생활용품 및 가사 서비스,92.362
2014,충청북도,06,보건,95.62,의료용품 및 장비,99.054
2014,충청북도,06,보건,95.62,외래환자 서비스,91.285
2014,충청북도,06,보건,95.62,병원 서비스,99.66
2014,충청북도,07,교통,110.96,운송장비,101.051
2014,충청북도,07,교통,110.96,개인운송장비 운영,124.666
2014,충청북도,07,교통,110.96,운송 서비스,87.927
2014,충청북도,08,통신,105.38,우편서비스,82.19
2014,충청북도,08,통신,105.38,전화 및 팩스장비,102.277
2014,충청북도,08,통신,105.38,전화 및 팩스 서비스,106.976
2014,충청북도,09,오락 및 문화,98.73,"음향, 영상, 사진 및 정보처리 장비",117.512
2014,충청북도,09,오락 및 문화,98.73,기타 오락 및 문화용 주요 내구재,98.241
2014,충청북도,09,오락 및 문화,98.73,"기타 오락용품, 조경용품 및 애완동물",92.293
2014,충청북도,09,오락 및 문화,98.73,오락 및 문화 서비스,91.661
2014,충청북도,09,오락 및 문화,98.73,"신문, 서적 및 문방구",93.547
2014,충청북도,09,오락 및 문화,98.73,단체여행,111.77
2014,충청북도,10,교육,97.332,유치원 및 초등교육,82.344
2014,충청북도,10,교육,97.332,고등교육,102.558
2014,충청북도,10,교육,97.332,기타교육,92.32
2014,충청북도,11,음식 및 숙박,89.266,음식 서비스,89.366
2014,충청북도,11,음식 및 숙박,89.266,숙박 서비스,88.354
2014,충청북도,12,기타 상품 및 서비스,87.207,용품 및 미용 서비스,92.512
2014,충청북도,12,기타 상품 및 서비스,87.207, 개인용품,85.884
2014,충청북도,12,기타 상품 및 서비스,87.207,기타서비스,82.648
2015,강원도,01,식료품 및 비주류음료,87.787,식료품,87.147
2015,강원도,01,식료품 및 비주류음료,87.787,비주류 음료,97.928
2015,강원도,02,주류 및 담배,96.977,주류,90.02
2015,강원도,02,주류 및 담배,96.977,담배,100.0
2015,강원도,03,의류 및 신발,94.74,의류,95.238
2015,강원도,03,의류 및 신발,94.74,신발,91.891
2015,강원도,04,"주택, 수도, 전기 및 연료",96.342,주택임차료,98.04
2015,강원도,04,"주택, 수도, 전기 및 연료",96.342,주거시설 유지 · 보수,85.401
2015,강원도,04,"주택, 수도, 전기 및 연료",96.342,수도 및 주거관련 서비스,75.717
2015,강원도,04,"주택, 수도, 전기 및 연료",96.342,"전기, 가스 및 기타연료",111.873
2015,강원도,05,가정용품 및 가사 서비스,92.698,"가구, 가사비품 및 카페트",81.671
2015,강원도,05,가정용품 및 가사 서비스,92.698,가정용 섬유제품,92.685
2015,강원도,05,가정용품 및 가사 서비스,92.698,가정용 기기,98.903
2015,강원도,05,가정용품 및 가사 서비스,92.698,주방용품 및 가정용품,96.945
2015,강원도,05,가정용품 및 가사 서비스,92.698,가정 · 정원용 공구 및 장비,96.224
2015,강원도,05,가정용품 및 가사 서비스,92.698,일상 생활용품 및 가사 서비스,91.292
2015,강원도,06,보건,96.793,의료용품 및 장비,100.649
2015,강원도,06,보건,96.793,외래환자 서비스,92.457
2015,강원도,06,보건,96.793,병원 서비스,100.196
2015,강원도,07,교통,99.757,운송장비,100.092
2015,강원도,07,교통,99.757,개인운송장비 운영,103.372
2015,강원도,07,교통,99.757,운송 서비스,89.726
2015,강원도,08,통신,104.951,우편서비스,82.19
2015,강원도,08,통신,104.951,전화 및 팩스장비,96.926
2015,강원도,08,통신,104.951,전화 및 팩스 서비스,107.019
2015,강원도,09,오락 및 문화,97.795,"음향, 영상, 사진 및 정보처리 장비",112.539
2015,강원도,09,오락 및 문화,97.795,기타 오락 및 문화용 주요 내구재,97.659
2015,강원도,09,오락 및 문화,97.795,"기타 오락용품, 조경용품 및 애완동물",93.95
2015,강원도,09,오락 및 문화,97.795,오락 및 문화 서비스,92.272
2015,강원도,09,오락 및 문화,97.795,"신문, 서적 및 문방구",96.566
2015,강원도,09,오락 및 문화,97.795,단체여행,105.231
2015,강원도,10,교육,98.673,유치원 및 초등교육,89.765
2015,강원도,10,교육,98.673,고등교육,101.471
2015,강원도,10,교육,98.673,기타교육,91.413
2015,강원도,11,음식 및 숙박,88.397,음식 서비스,88.444
2015,강원도,11,음식 및 숙박,88.397,숙박 서비스,89.084
2015,강원도,12,기타 상품 및 서비스,89.449,용품 및 미용 서비스,96.566
2015,강원도,12,기타 상품 및 서비스,89.449, 개인용품,92.386
2015,강원도,12,기타 상품 및 서비스,89.449,기타서비스,80.915
2015,경기도,01,식료품 및 비주류음료,88.176,식료품,87.561
2015,경기도,01,식료품 및 비주류음료,88.176,비주류 음료,97.941
2015,경기도,02,주류 및 담배,96.028,주류,89.813
2015,경기도,02,주류 및 담배,96.028,담배,100.0
2015,경기도,03,의류 및 신발,95.497,의류,96.035
2015,경기도,03,의류 및 신발,95.497,신발,92.067
2015,경기도,04,"주택, 수도, 전기 및 연료",95.953,주택임차료,95.367
2015,경기도,04,"주택, 수도, 전기 및 연료",95.953,주거시설 유지 · 보수,82.056
2015,경기도,04,"주택, 수도, 전기 및 연료",95.953,수도 및 주거관련 서비스,80.284
2015,경기도,04,"주택, 수도, 전기 및 연료",95.953,"전기, 가스 및 기타연료",118.238
2015,경기도,05,가정용품 및 가사 서비스,93.461,"가구, 가사비품 및 카페트",81.739
2015,경기도,05,가정용품 및 가사 서비스,93.461,가정용 섬유제품,93.067
2015,경기도,05,가정용품 및 가사 서비스,93.461,가정용 기기,98.81
2015,경기도,05,가정용품 및 가사 서비스,93.461,주방용품 및 가정용품,96.964
2015,경기도,05,가정용품 및 가사 서비스,93.461,가정 · 정원용 공구 및 장비,98.174
2015,경기도,05,가정용품 및 가사 서비스,93.461,일상 생활용품 및 가사 서비스,94.432
2015,경기도,06,보건,95.97,의료용품 및 장비,99.21
2015,경기도,06,보건,95.97,외래환자 서비스,92.361
2015,경기도,06,보건,95.97,병원 서비스,99.949
2015,경기도,07,교통,99.302,운송장비,100.091
2015,경기도,07,교통,99.302,개인운송장비 운영,105.124
2015,경기도,07,교통,99.302,운송 서비스,88.067
2015,경기도,08,통신,104.983,우편서비스,82.19
2015,경기도,08,통신,104.983,전화 및 팩스장비,96.926
2015,경기도,08,통신,104.983,전화 및 팩스 서비스,106.997
2015,경기도,09,오락 및 문화,99.339,"음향, 영상, 사진 및 정보처리 장비",115.316
2015,경기도,09,오락 및 문화,99.339,기타 오락 및 문화용 주요 내구재,98.514
2015,경기도,09,오락 및 문화,99.339,"기타 오락용품, 조경용품 및 애완동물",96.136
2015,경기도,09,오락 및 문화,99.339,오락 및 문화 서비스,93.737
2015,경기도,09,오락 및 문화,99.339,"신문, 서적 및 문방구",95.952
2015,경기도,09,오락 및 문화,99.339,단체여행,105.24
2015,경기도,10,교육,96.685,유치원 및 초등교육,91.013
2015,경기도,10,교육,96.685,고등교육,101.089
2015,경기도,10,교육,96.685,기타교육,91.515
2015,경기도,11,음식 및 숙박,90.436,음식 서비스,90.465
2015,경기도,11,음식 및 숙박,90.436,숙박 서비스,89.752
2015,경기도,12,기타 상품 및 서비스,90.272,용품 및 미용 서비스,97.479
2015,경기도,12,기타 상품 및 서비스,90.272, 개인용품,92.301
2015,경기도,12,기타 상품 및 서비스,90.272,기타서비스,80.625
2015,경상남도,01,식료품 및 비주류음료,88.329,식료품,87.811
2015,경상남도,01,식료품 및 비주류음료,88.329,비주류 음료,96.796
2015,경상남도,02,주류 및 담배,97.0,주류,89.636
2015,경상남도,02,주류 및 담배,97.0,담배,100.0
2015,경상남도,03,의류 및 신발,95.939,의류,96.595
2015,경상남도,03,의류 및 신발,95.939,신발,92.017
2015,경상남도,04,"주택, 수도, 전기 및 연료",100.611,주택임차료,103.852
2015,경상남도,04,"주택, 수도, 전기 및 연료",100.611,주거시설 유지 · 보수,87.41
2015,경상남도,04,"주택, 수도, 전기 및 연료",100.611,수도 및 주거관련 서비스,81.94
2015,경상남도,04,"주택, 수도, 전기 및 연료",100.611,"전기, 가스 및 기타연료",115.709
2015,경상남도,05,가정용품 및 가사 서비스,93.691,"가구, 가사비품 및 카페트",81.726
2015,경상남도,05,가정용품 및 가사 서비스,93.691,가정용 섬유제품,92.424
2015,경상남도,05,가정용품 및 가사 서비스,93.691,가정용 기기,98.801
2015,경상남도,05,가정용품 및 가사 서비스,93.691,주방용품 및 가정용품,97.187
2015,경상남도,05,가정용품 및 가사 서비스,93.691,가정 · 정원용 공구 및 장비,99.366
2015,경상남도,05,가정용품 및 가사 서비스,93.691,일상 생활용품 및 가사 서비스,95.517
2015,경상남도,06,보건,97.092,의료용품 및 장비,100.659
2015,경상남도,06,보건,97.092,외래환자 서비스,93.403
2015,경상남도,06,보건,97.092,병원 서비스,99.395
2015,경상남도,07,교통,100.289,운송장비,100.141
2015,경상남도,07,교통,100.289,개인운송장비 운영,105.321
2015,경상남도,07,교통,100.289,운송 서비스,87.364
2015,경상남도,08,통신,104.826,우편서비스,82.19
2015,경상남도,08,통신,104.826,전화 및 팩스장비,96.926
2015,경상남도,08,통신,104.826,전화 및 팩스 서비스,107.015
2015,경상남도,09,오락 및 문화,97.792,"음향, 영상, 사진 및 정보처리 장비",117.192
2015,경상남도,09,오락 및 문화,97.792,기타 오락 및 문화용 주요 내구재,101.918
2015,경상남도,09,오락 및 문화,97.792,"기타 오락용품, 조경용품 및 애완동물",93.768
2015,경상남도,09,오락 및 문화,97.792,오락 및 문화 서비스,93.277
2015,경상남도,09,오락 및 문화,97.792,"신문, 서적 및 문방구",95.697
2015,경상남도,09,오락 및 문화,97.792,단체여행,105.234
2015,경상남도,10,교육,98.972,유치원 및 초등교육,107.549
2015,경상남도,10,교육,98.972,고등교육,101.819
2015,경상남도,10,교육,98.972,기타교육,93.491
2015,경상남도,11,음식 및 숙박,91.952,음식 서비스,92.087
2015,경상남도,11,음식 및 숙박,91.952,숙박 서비스,89.453
2015,경상남도,12,기타 상품 및 서비스,88.609,용품 및 미용 서비스,93.031
2015,경상남도,12,기타 상품 및 서비스,88.609, 개인용품,92.494
2015,경상남도,12,기타 상품 및 서비스,88.609,기타서비스,80.46
2015,경상북도,01,식료품 및 비주류음료,88.501,식료품,87.978
2015,경상북도,01,식료품 및 비주류음료,88.501,비주류 음료,96.756
2015,경상북도,02,주류 및 담배,97.244,주류,89.984
2015,경상북도,02,주류 및 담배,97.244,담배,100.0
2015,경상북도,03,의류 및 신발,94.915,의류,95.412
2015,경상북도,03,의류 및 신발,94.915,신발,91.965
2015,경상북도,04,"주택, 수도, 전기 및 연료",100.736,주택임차료,102.929
2015,경상북도,04,"주택, 수도, 전기 및 연료",100.736,주거시설 유지 · 보수,86.77
2015,경상북도,04,"주택, 수도, 전기 및 연료",100.736,수도 및 주거관련 서비스,81.659
2015,경상북도,04,"주택, 수도, 전기 및 연료",100.736,"전기, 가스 및 기타연료",114.68
2015,경상북도,05,가정용품 및 가사 서비스,93.864,"가구, 가사비품 및 카페트",81.665
2015,경상북도,05,가정용품 및 가사 서비스,93.864,가정용 섬유제품,92.634
2015,경상북도,05,가정용품 및 가사 서비스,93.864,가정용 기기,98.532
2015,경상북도,05,가정용품 및 가사 서비스,93.864,주방용품 및 가정용품,96.542
2015,경상북도,05,가정용품 및 가사 서비스,93.864,가정 · 정원용 공구 및 장비,98.29
2015,경상북도,05,가정용품 및 가사 서비스,93.864,일상 생활용품 및 가사 서비스,98.526
2015,경상북도,06,보건,96.705,의료용품 및 장비,99.975
2015,경상북도,06,보건,96.705,외래환자 서비스,93.213
2015,경상북도,06,보건,96.705,병원 서비스,99.863
2015,경상북도,07,교통,102.216,운송장비,100.108
2015,경상북도,07,교통,102.216,개인운송장비 운영,106.235
2015,경상북도,07,교통,102.216,운송 서비스,89.767
2015,경상북도,08,통신,105.065,우편서비스,82.19
2015,경상북도,08,통신,105.065,전화 및 팩스장비,96.926
2015,경상북도,08,통신,105.065,전화 및 팩스 서비스,107.019
2015,경상북도,09,오락 및 문화,98.277,"음향, 영상, 사진 및 정보처리 장비",114.841
2015,경상북도,09,오락 및 문화,98.277,기타 오락 및 문화용 주요 내구재,98.777
2015,경상북도,09,오락 및 문화,98.277,"기타 오락용품, 조경용품 및 애완동물",94.939
2015,경상북도,09,오락 및 문화,98.277,오락 및 문화 서비스,92.184
2015,경상북도,09,오락 및 문화,98.277,"신문, 서적 및 문방구",95.924
2015,경상북도,09,오락 및 문화,98.277,단체여행,105.246
2015,경상북도,10,교육,96.761,유치원 및 초등교육,109.958
2015,경상북도,10,교육,96.761,고등교육,102.241
2015,경상북도,10,교육,96.761,기타교육,90.93
2015,경상북도,11,음식 및 숙박,91.441,음식 서비스,91.571
2015,경상북도,11,음식 및 숙박,91.441,숙박 서비스,89.71
2015,경상북도,12,기타 상품 및 서비스,91.684,용품 및 미용 서비스,98.828
2015,경상북도,12,기타 상품 및 서비스,91.684, 개인용품,92.244
2015,경상북도,12,기타 상품 및 서비스,91.684,기타서비스,81.935
2015,광주광역시,01,식료품 및 비주류음료,89.142,식료품,88.714
2015,광주광역시,01,식료품 및 비주류음료,89.142,비주류 음료,96.706
2015,광주광역시,02,주류 및 담배,97.119,주류,91.207
2015,광주광역시,02,주류 및 담배,97.119,담배,100.0
2015,광주광역시,03,의류 및 신발,94.222,의류,94.578
2015,광주광역시,03,의류 및 신발,94.222,신발,91.999
2015,광주광역시,04,"주택, 수도, 전기 및 연료",97.797,주택임차료,97.513
2015,광주광역시,04,"주택, 수도, 전기 및 연료",97.797,주거시설 유지 · 보수,84.678
2015,광주광역시,04,"주택, 수도, 전기 및 연료",97.797,수도 및 주거관련 서비스,80.069
2015,광주광역시,04,"주택, 수도, 전기 및 연료",97.797,"전기, 가스 및 기타연료",117.825
2015,광주광역시,05,가정용품 및 가사 서비스,93.845,"가구, 가사비품 및 카페트",81.649
2015,광주광역시,05,가정용품 및 가사 서비스,93.845,가정용 섬유제품,92.35
2015,광주광역시,05,가정용품 및 가사 서비스,93.845,가정용 기기,99.649
2015,광주광역시,05,가정용품 및 가사 서비스,93.845,주방용품 및 가정용품,94.728
2015,광주광역시,05,가정용품 및 가사 서비스,93.845,가정 · 정원용 공구 및 장비,101.537
2015,광주광역시,05,가정용품 및 가사 서비스,93.845,일상 생활용품 및 가사 서비스,95.35
2015,광주광역시,06,보건,96.888,의료용품 및 장비,98.611
2015,광주광역시,06,보건,96.888,외래환자 서비스,94.014
2015,광주광역시,06,보건,96.888,병원 서비스,99.977
2015,광주광역시,07,교통,100.795,운송장비,99.988
2015,광주광역시,07,교통,100.795,개인운송장비 운영,106.009
2015,광주광역시,07,교통,100.795,운송 서비스,88.713
2015,광주광역시,08,통신,105.112,우편서비스,82.19
2015,광주광역시,08,통신,105.112,전화 및 팩스장비,96.926
2015,광주광역시,08,통신,105.112,전화 및 팩스 서비스,106.987
2015,광주광역시,09,오락 및 문화,98.459,"음향, 영상, 사진 및 정보처리 장비",112.599
2015,광주광역시,09,오락 및 문화,98.459,기타 오락 및 문화용 주요 내구재,99.546
2015,광주광역시,09,오락 및 문화,98.459,"기타 오락용품, 조경용품 및 애완동물",96.929
2015,광주광역시,09,오락 및 문화,98.459,오락 및 문화 서비스,93.101
2015,광주광역시,09,오락 및 문화,98.459,"신문, 서적 및 문방구",96.137
2015,광주광역시,09,오락 및 문화,98.459,단체여행,105.209
2015,광주광역시,10,교육,100.497,유치원 및 초등교육,100.674
2015,광주광역시,10,교육,100.497,고등교육,102.493
2015,광주광역시,10,교육,100.497,기타교육,93.716
2015,광주광역시,11,음식 및 숙박,89.699,음식 서비스,89.791
2015,광주광역시,11,음식 및 숙박,89.699,숙박 서비스,89.498
2015,광주광역시,12,기타 상품 및 서비스,89.211,용품 및 미용 서비스,96.636
2015,광주광역시,12,기타 상품 및 서비스,89.211, 개인용품,92.513
2015,광주광역시,12,기타 상품 및 서비스,89.211,기타서비스,79.748
2015,대구광역시,01,식료품 및 비주류음료,87.94,식료품,87.343
2015,대구광역시,01,식료품 및 비주류음료,87.94,비주류 음료,96.429
2015,대구광역시,02,주류 및 담배,97.178,주류,89.843
2015,대구광역시,02,주류 및 담배,97.178,담배,100.0
2015,대구광역시,03,의류 및 신발,94.571,의류,95.002
2015,대구광역시,03,의류 및 신발,94.571,신발,92.015
2015,대구광역시,04,"주택, 수도, 전기 및 연료",97.881,주택임차료,97.941
2015,대구광역시,04,"주택, 수도, 전기 및 연료",97.881,주거시설 유지 · 보수,83.332
2015,대구광역시,04,"주택, 수도, 전기 및 연료",97.881,수도 및 주거관련 서비스,80.164
2015,대구광역시,04,"주택, 수도, 전기 및 연료",97.881,"전기, 가스 및 기타연료",117.821
2015,대구광역시,05,가정용품 및 가사 서비스,94.037,"가구, 가사비품 및 카페트",81.594
2015,대구광역시,05,가정용품 및 가사 서비스,94.037,가정용 섬유제품,92.686
2015,대구광역시,05,가정용품 및 가사 서비스,94.037,가정용 기기,99.354
2015,대구광역시,05,가정용품 및 가사 서비스,94.037,주방용품 및 가정용품,99.106
2015,대구광역시,05,가정용품 및 가사 서비스,94.037,가정 · 정원용 공구 및 장비,99.232
2015,대구광역시,05,가정용품 및 가사 서비스,94.037,일상 생활용품 및 가사 서비스,95.267
2015,대구광역시,06,보건,95.87,의료용품 및 장비,100.185
2015,대구광역시,06,보건,95.87,외래환자 서비스,92.035
2015,대구광역시,06,보건,95.87,병원 서비스,100.088
2015,대구광역시,07,교통,101.435,운송장비,100.061
2015,대구광역시,07,교통,101.435,개인운송장비 운영,106.464
2015,대구광역시,07,교통,101.435,운송 서비스,90.324
2015,대구광역시,08,통신,104.892,우편서비스,82.19
2015,대구광역시,08,통신,104.892,전화 및 팩스장비,96.926
2015,대구광역시,08,통신,104.892,전화 및 팩스 서비스,106.997
2015,대구광역시,09,오락 및 문화,98.082,"음향, 영상, 사진 및 정보처리 장비",114.541
2015,대구광역시,09,오락 및 문화,98.082,기타 오락 및 문화용 주요 내구재,100.251
2015,대구광역시,09,오락 및 문화,98.082,"기타 오락용품, 조경용품 및 애완동물",94.603
2015,대구광역시,09,오락 및 문화,98.082,오락 및 문화 서비스,92.29
2015,대구광역시,09,오락 및 문화,98.082,"신문, 서적 및 문방구",94.853
2015,대구광역시,09,오락 및 문화,98.082,단체여행,105.227
2015,대구광역시,10,교육,96.884,유치원 및 초등교육,90.989
2015,대구광역시,10,교육,96.884,고등교육,102.249
2015,대구광역시,10,교육,96.884,기타교육,89.653
2015,대구광역시,11,음식 및 숙박,87.92,음식 서비스,87.88
2015,대구광역시,11,음식 및 숙박,87.92,숙박 서비스,89.879
2015,대구광역시,12,기타 상품 및 서비스,90.24,용품 및 미용 서비스,95.922
2015,대구광역시,12,기타 상품 및 서비스,90.24, 개인용품,92.114
2015,대구광역시,12,기타 상품 및 서비스,90.24,기타서비스,79.694
2015,대전광역시,01,식료품 및 비주류음료,86.848,식료품,86.315
2015,대전광역시,01,식료품 및 비주류음료,86.848,비주류 음료,95.58
2015,대전광역시,02,주류 및 담배,96.149,주류,88.622
2015,대전광역시,02,주류 및 담배,96.149,담배,100.0
2015,대전광역시,03,의류 및 신발,95.821,의류,96.419
2015,대전광역시,03,의류 및 신발,95.821,신발,92.297
2015,대전광역시,04,"주택, 수도, 전기 및 연료",98.442,주택임차료,98.559
2015,대전광역시,04,"주택, 수도, 전기 및 연료",98.442,주거시설 유지 · 보수,86.202
2015,대전광역시,04,"주택, 수도, 전기 및 연료",98.442,수도 및 주거관련 서비스,82.127
2015,대전광역시,04,"주택, 수도, 전기 및 연료",98.442,"전기, 가스 및 기타연료",117.213
2015,대전광역시,05,가정용품 및 가사 서비스,95.019,"가구, 가사비품 및 카페트",81.869
2015,대전광역시,05,가정용품 및 가사 서비스,95.019,가정용 섬유제품,94.546
2015,대전광역시,05,가정용품 및 가사 서비스,95.019,가정용 기기,99.654
2015,대전광역시,05,가정용품 및 가사 서비스,95.019,주방용품 및 가정용품,98.866
2015,대전광역시,05,가정용품 및 가사 서비스,95.019,가정 · 정원용 공구 및 장비,98.22
2015,대전광역시,05,가정용품 및 가사 서비스,95.019,일상 생활용품 및 가사 서비스,96.578
2015,대전광역시,06,보건,96.914,의료용품 및 장비,100.089
2015,대전광역시,06,보건,96.914,외래환자 서비스,93.468
2015,대전광역시,06,보건,96.914,병원 서비스,100.561
2015,대전광역시,07,교통,101.315,운송장비,100.116
2015,대전광역시,07,교통,101.315,개인운송장비 운영,106.155
2015,대전광역시,07,교통,101.315,운송 서비스,92.423
2015,대전광역시,08,통신,105.23,우편서비스,82.19
2015,대전광역시,08,통신,105.23,전화 및 팩스장비,96.926
2015,대전광역시,08,통신,105.23,전화 및 팩스 서비스,107.001
2015,대전광역시,09,오락 및 문화,98.86,"음향, 영상, 사진 및 정보처리 장비",113.049
2015,대전광역시,09,오락 및 문화,98.86,기타 오락 및 문화용 주요 내구재,99.88
2015,대전광역시,09,오락 및 문화,98.86,"기타 오락용품, 조경용품 및 애완동물",95.092
2015,대전광역시,09,오락 및 문화,98.86,오락 및 문화 서비스,93.465
2015,대전광역시,09,오락 및 문화,98.86,"신문, 서적 및 문방구",95.339
2015,대전광역시,09,오락 및 문화,98.86,단체여행,105.229
2015,대전광역시,10,교육,98.519,유치원 및 초등교육,119.206
2015,대전광역시,10,교육,98.519,고등교육,102.211
2015,대전광역시,10,교육,98.519,기타교육,90.581
2015,대전광역시,11,음식 및 숙박,92.261,음식 서비스,92.407
2015,대전광역시,11,음식 및 숙박,92.261,숙박 서비스,88.903
2015,대전광역시,12,기타 상품 및 서비스,89.975,용품 및 미용 서비스,96.703
2015,대전광역시,12,기타 상품 및 서비스,89.975, 개인용품,92.005
2015,대전광역시,12,기타 상품 및 서비스,89.975,기타서비스,81.956
2015,부산광역시,01,식료품 및 비주류음료,89.09,식료품,88.556
2015,부산광역시,01,식료품 및 비주류음료,89.09,비주류 음료,98.499
2015,부산광역시,02,주류 및 담배,97.92,주류,92.488
2015,부산광역시,02,주류 및 담배,97.92,담배,100.0
2015,부산광역시,03,의류 및 신발,95.295,의류,95.872
2015,부산광역시,03,의류 및 신발,95.295,신발,92.13
